Boundary,,11100,,10900,,10700,,10500,,10300,,10100,,9900,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
6509.097089697676,-0.14636137560660245,2906.975733534884,691.0318001108715,3046.0049788604656,1071.8190883123318,3033.3659565581397,1349.7306135878855,3020.7269342558143,1602.3640942587892,3058.644001162791,1868.2244587344514,3260.8683580000006,2148.63439539535,3286.1464026046515,2414.347794495403
0.0006039999998392886,0.0006040000000666623,2616.2782205813955,738.2076856811798,2616.2782205813955,1092.100310146296,2527.805064465116,1343.8519985635482,2692.112354395349,1598.54299449297,2565.7221313720934,1774.0196529694433,3033.3659565581397,2095.4329294250947,3197.6732464883726,2425.95805916847
0.0006039999998392886,5396.863127093022,2477.248975255814,825.0642226657658,2426.692886046512,1140.4519187214712,2439.3319083488377,1342.8232409342888,2464.6099529534886,1570.6195731273663,2401.414841441861,1759.470080784208,2654.1952874883723,2002.5508120405632,3134.4781349767445,2501.057366104382
7583.413985395349,5396.569196341808,2312.9416853255816,936.9048735037863,2211.829506906977,1226.4266634524072,2022.244172372093,1514.9196957717688,2300.302663023256,1568.7090232444564,2300.302663023256,1783.5724023839914,2477.248975255814,1987.8542744797194,3109.2000903720937,2614.5146360740946
,,2060.16123927907,1035.077744410222,1984.3271054651163,1350.171509714711,1946.41003855814,1627.7891042390481,2161.2734176976746,1630.287515624392,2237.1075515116286,1858.671709319903,2439.3319083488377,2037.969467562196,3248.2293356976743,2679.326366717415
,,1769.4637263255818,1145.448741492158,1769.4637263255818,1423.507232143321,1946.41003855814,1754.1793272623038,2085.439283883721,1743.1569240916713,2224.4685292093022,1959.6369223628992,2489.88799755814,2190.225596692537,3374.6195587209304,2769.269176589779
,,1504.0442579767441,1256.1136693253113,1731.5466594186046,1511.5394921327745,1959.0490608604655,1880.7165156611684,2085.439283883721,1869.547147114927,2275.024618418605,2086.615006888589,2565.7221313720934,2405.970768085722,3488.370759441861,2934.899154900487
,,1415.5711018604652,1356.1970901146567,1744.18568172093,1574.881569020011,1996.9661277674422,2020.186657113575,2110.7173284883725,1996.2313008894,2388.7758191395355,2302.8010744085996,2666.8343097906977,2609.3708479277984,3526.2878263488374,3011.1741848412657
,,1402.9320795581393,1457.162303157653,1845.2978601395348,1816.1987157690644,2072.8002615813957,2210.6537839021094,2161.2734176976746,2173.7654746243916,2477.248975255814,2543.971255782045,2793.224532813954,2850.981925428069,3614.7609824651163,3138.5931654937804
