X DEV,Y DEV,DEPTH,TVD
48.54182,47.77311,10102.50032327996,9527.75977
48.6551,47.89474,10103.00032329596,9528.23145
48.76836,48.01638,10103.50032331196,9528.70313
48.8816,48.13802,10104.00032332796,9529.1748
48.99482,48.25966,10104.50032334396,9529.64648
49.10802,48.38129,10105.00032335996,9530.11719
49.2212,48.50293,10105.50032337596,9530.58887
49.33436,48.62457,10106.00032339196,9531.06055
49.4475,48.7462,10106.50032340796,9531.53223
49.56062,48.86784,10107.00032342396,9532.00391
49.67371,48.98947,10107.50032343996,9532.47559
49.78679,49.1111,10108.000323455959,9532.94727
49.89985,49.23273,10108.500323471959,9533.41895
50.01289,49.35437,10109.000323487959,9533.89063
50.1259,49.476,10109.500323503958,9534.3623
50.2389,49.59763,10110.000323519958,9534.83398
50.35188,49.71926,10110.500323535958,9535.30566
50.46483,49.84089,10111.000323551958,9535.77734
50.57776,49.96251,10111.500323567958,9536.24902
50.69068,50.08414,10112.000323583958,9536.7207
50.80357,50.20577,10112.500323599957,9537.19238
50.91644,50.32739,10113.000323615957,9537.66406
51.0293,50.44902,10113.500323631957,9538.13574
51.14213,50.57064,10114.000323647957,9538.60742
51.25494,50.69227,10114.500323663957,9539.0791
51.36773,50.81389,10115.000323679957,9539.55078
51.4805,50.93551,10115.500323695956,9540.02246
51.59325,51.05713,10116.000323711956,9540.49414
51.70599,51.17875,10116.500323727956,9540.96582
51.8187,51.30037,10117.000323743956,9541.4375
51.93139,51.42199,10117.500323759956,9541.90918
52.04405,51.54361,10118.000323775956,9542.38086
52.1567,51.66523,10118.500323791955,9542.85254
52.26933,51.78685,10119.000323807955,9543.32422
52.38194,51.90847,10119.500323823955,9543.7959
52.49453,52.03008,10120.000323839955,9544.26758
52.60709,52.1517,10120.500323855955,9544.73926
52.71964,52.27331,10121.000323871955,9545.21094
52.83216,52.39492,10121.500323887954,9545.68262
52.94467,52.51654,10122.000323903954,9546.1543
53.05716,52.63815,10122.500323919954,9546.62598
53.16962,52.75976,10123.000323935954,9547.09766
53.28206,52.88137,10123.500323951954,9547.56934
53.39449,53.00298,10124.000323967954,9548.04199
53.50689,53.12459,10124.500323983953,9548.51367
53.61927,53.2462,10125.000323999953,9548.98535
53.73164,53.36781,10125.500324015953,9549.45703
53.84398,53.48941,10126.000324031953,9549.92871
53.9563,53.61102,10126.500324047953,9550.40039
54.0686,53.73263,10127.000324063953,9550.87207
54.18088,53.85423,10127.500324079952,9551.34375
54.29314,53.97583,10128.000324095952,9551.81641
54.40538,54.09744,10128.500324111952,9552.28809
54.5176,54.21904,10129.000324127952,9552.75977
54.6298,54.34064,10129.500324143952,9553.23145
54.74198,54.46224,10130.000324159952,9553.70313
54.85414,54.58384,10130.500324175951,9554.1748
54.96628,54.70544,10131.000324191951,9554.64648
55.0784,54.82704,10131.500324207951,9555.11914
55.19049,54.94864,10132.00032422395,9555.59082
55.30257,55.07024,10132.50032423995,9556.0625
55.41463,55.19183,10133.00032425595,9556.53418
55.52666,55.31343,10133.50032427195,9557.00586
55.63868,55.43502,10134.00032428795,9557.47852
55.75068,55.55661,10134.50032430395,9557.9502
55.86265,55.67821,10135.00032431995,9558.42188
55.9746,55.7998,10135.50032433595,9558.89355
56.08654,55.92139,10136.00032435195,9559.36523
56.19845,56.04298,10136.50032436795,9559.83789
56.31034,56.16457,10137.00032438395,9560.30957
56.42222,56.28616,10137.500324399949,9560.78125
56.53407,56.40775,10138.000324415949,9561.25293
56.6459,56.52934,10138.500324431949,9561.72559
56.75771,56.65092,10139.000324447949,9562.19727
56.8695,56.77251,10139.500324463948,9562.66895
56.98127,56.89409,10140.000324479948,9563.14063
57.09303,57.01568,10140.500324495948,9563.61328
57.20475,57.13726,10141.000324511948,9564.08496
57.31646,57.25884,10141.500324527948,9564.55664
57.42815,57.38042,10142.000324543947,9565.0293
57.53982,57.50201,10142.500324559947,9565.50098
57.65147,57.62358,10143.000324575947,9565.97266
57.7631,57.74516,10143.500324591947,9566.44434
57.87471,57.86674,10144.000324607947,9566.91699
57.98629,57.98832,10144.500324623947,9567.38867
58.09786,58.10989,10145.000324639946,9567.86035
58.20941,58.23147,10145.500324655946,9568.33301
58.32093,58.35305,10146.000324671946,9568.80469
58.43244,58.47462,10146.500324687946,9569.27637
58.54392,58.5962,10147.000324703946,9569.74902
58.65539,58.71777,10147.500324719946,9570.2207
58.76683,58.83934,10148.000324735945,9570.69238
58.87826,58.96091,10148.500324751945,9571.16504
58.98966,59.08248,10149.000324767945,9571.63672
59.10104,59.20404,10149.500324783945,9572.1084
59.21241,59.32561,10150.000324799945,9572.58105
59.32375,59.44718,10150.500324815945,9573.05273
59.43507,59.56875,10151.000324831944,9573.52539
59.54637,59.69031,10151.500324847944,9573.99707
59.65765,59.81188,10152.000324863944,9574.46875
59.76891,59.93344,10152.500324879944,9574.94141
59.88015,60.055,10153.000324895944,9575.41309
59.99137,60.17656,10153.500324911944,9575.88477
60.10257,60.29813,10154.000324927943,9576.35742
60.21375,60.41969,10154.500324943943,9576.8291
60.32491,60.54125,10155.000324959943,9577.30176
60.43605,60.6628,10155.500324975943,9577.77344
60.54717,60.78436,10156.000324991941,9578.24609
60.65827,60.90591,10156.50032500794,9578.71777
60.76934,61.02747,10157.00032502394,9579.18945
60.8804,61.14902,10157.50032503994,9579.66211
60.99144,61.27058,10158.00032505594,9580.13379
61.10246,61.39213,10158.50032507194,9580.60645
61.21345,61.51368,10159.00032508794,9581.07813
61.32442,61.63524,10159.50032510394,9581.55078
61.43538,61.75679,10160.00032511994,9582.02246
61.54631,61.87833,10160.50032513594,9582.49512
61.65723,61.99989,10161.00032515194,9582.9668
61.76812,62.12143,10161.500325167939,9583.43945
61.879,62.24298,10162.000325183939,9583.91113
61.98985,62.36452,10162.500325199939,9584.38379
62.10068,62.48607,10163.000325215939,9584.85547
62.21149,62.60761,10163.500325231938,9585.32813
62.32228,62.72915,10164.000325247938,9585.7998
62.43306,62.8507,10164.500325263938,9586.27246
62.54381,62.97224,10165.000325279938,9586.74414
62.65454,63.09378,10165.500325295938,9587.2168
62.76525,63.21532,10166.000325311938,9587.68848
62.87594,63.33685,10166.500325327937,9588.16113
62.98661,63.45839,10167.000325343937,9588.63281
63.09726,63.57993,10167.500325359937,9589.10547
63.20789,63.70146,10168.000325375937,9589.57715
63.3185,63.82299,10168.500325391937,9590.0498
63.42908,63.94453,10169.000325407937,9590.52148
63.53965,64.06606,10169.500325423936,9590.99414
63.6502,64.18759,10170.000325439936,9591.4668
63.76073,64.30912,10170.500325455936,9591.93848
63.87123,64.43065,10171.000325471936,9592.41113
63.98172,64.55218,10171.500325487936,9592.88281
64.09219,64.67371,10172.000325503936,9593.35547
64.20263,64.79523,10172.500325519935,9593.82813
64.31306,64.91676,10173.000325535935,9594.2998
64.42346,65.03828,10173.500325551935,9594.77246
64.53384,65.15981,10174.000325567935,9595.24414
64.64421,65.28133,10174.500325583935,9595.7168
64.75455,65.40285,10175.000325599935,9596.18945
64.86488,65.52438,10175.500325615934,9596.66113
64.97518,65.64589,10176.000325631934,9597.13379
65.08546,65.76741,10176.500325647934,9597.60645
65.19572,65.88893,10177.000325663934,9598.07813
65.30597,66.01044,10177.500325679934,9598.55078
65.41619,66.13196,10178.000325695933,9599.02246
65.52639,66.25347,10178.500325711933,9599.49512
65.63657,66.37499,10179.000325727933,9599.96777
65.74673,66.4965,10179.500325743933,9600.43945
65.85686,66.61801,10180.000325759933,9600.91211
65.96699,66.73952,10180.500325775933,9601.38477
66.07709,66.86103,10181.000325791932,9601.85742
66.18716,66.98254,10181.500325807932,9602.3291
66.29723,67.10405,10182.000325823932,9602.80176
66.40726,67.22556,10182.500325839932,9603.27441
66.51728,67.34706,10183.000325855932,9603.74609
66.62728,67.46857,10183.500325871932,9604.21875
66.73725,67.59007,10184.000325887931,9604.69141
66.84721,67.71157,10184.500325903931,9605.16309
66.95715,67.83308,10185.000325919931,9605.63574
67.06706,67.95457,10185.500325935931,9606.1084
67.17696,68.07607,10186.00032595193,9606.58105
67.28683,68.19757,10186.50032596793,9607.05273
67.39669,68.31907,10187.00032598393,9607.52539
67.50652,68.44057,10187.50032599993,9607.99805
67.61634,68.56206,10188.00032601593,9608.4707
67.72613,68.68355,10188.50032603193,9608.94238
67.83591,68.80505,10189.00032604793,9609.41504
67.94566,68.92654,10189.50032606393,9609.8877
68.05539,69.04803,10190.00032607993,9610.36035
68.1651,69.16952,10190.50032609593,9610.83301
68.2748,69.29101,10191.00032611193,9611.30469
68.38447,69.4125,10191.500326127929,9611.77734
68.49412,69.53398,10192.000326143929,9612.25
68.60374,69.65546,10192.500326159929,9612.72266
68.71336,69.77695,10193.000326175928,9613.19531
68.82295,69.89844,10193.500326191928,9613.66699
68.93252,70.01992,10194.000326207928,9614.13965
69.04207,70.1414,10194.500326223928,9614.6123
69.1516,70.26288,10195.000326239928,9615.08496
69.26111,70.38436,10195.500326255928,9615.55762
69.3706,70.50584,10196.000326271927,9616.0293
69.48006,70.62731,10196.500326287927,9616.50195
69.58951,70.74879,10197.000326303927,9616.97461
69.69894,70.87027,10197.500326319927,9617.44727
69.80834,70.99174,10198.000326335927,9617.91992
69.91773,71.11321,10198.500326351927,9618.39258
70.0271,71.23468,10199.000326367926,9618.86523
70.13643,71.35614,10199.500326383926,9619.33789
70.2457,71.47758,10200.000326399926,9619.81055
70.3549,71.59903,10200.500326415926,9620.2832
70.46404,71.72046,10201.000326431926,9620.75586
70.57311,71.84189,10201.500326447926,9621.22852
70.68212,71.9633,10202.000326463925,9621.70117
70.79106,72.08471,10202.500326479925,9622.17383
70.89994,72.20611,10203.000326495925,9622.64648
71.00875,72.3275,10203.500326511925,9623.11914
71.11749,72.44888,10204.000326527925,9623.5918
71.22617,72.57025,10204.500326543925,9624.06445
71.33479,72.69162,10205.000326559924,9624.53711
71.44334,72.81297,10205.500326575924,9625.00977
71.55183,72.93432,10206.000326591924,9625.48242
71.66025,73.05566,10206.500326607924,9625.95508
71.76861,73.17699,10207.000326623924,9626.42773
71.8769,73.2983,10207.500326639924,9626.90039
71.98512,73.41962,10208.000326655923,9627.37402
72.09328,73.54092,10208.500326671923,9627.84668
72.20138,73.66221,10209.000326687923,9628.31934
72.30941,73.78349,10209.500326703921,9628.79199
72.41737,73.90477,10210.00032671992,9629.26465
72.52528,74.02604,10210.50032673592,9629.73828
72.63311,74.14729,10211.00032675192,9630.21094
72.74088,74.26855,10211.50032676792,9630.68359
72.84859,74.38979,10212.00032678392,9631.15723
72.95622,74.51102,10212.50032679992,9631.62988
73.0638,74.63224,10213.00032681592,9632.10254
73.17131,74.75345,10213.50032683192,9632.57617
73.27876,74.87466,10214.00032684792,9633.04883
73.38613,74.99585,10214.50032686392,9633.52246
73.49345,75.11703,10215.00032687992,9633.99512
73.6007,75.23821,10215.500326895919,9634.46777
73.70789,75.35938,10216.000326911919,9634.94141
73.815,75.48053,10216.500326927919,9635.41406
73.92206,75.60168,10217.000326943918,9635.8877
74.02905,75.72282,10217.500326959918,9636.36035
74.13598,75.84395,10218.000326975918,9636.83398
74.24284,75.96507,10218.500326991918,9637.30664
74.34963,76.08618,10219.000327007918,9637.78027
74.45636,76.20728,10219.500327023918,9638.25391
74.56303,76.32838,10220.000327039917,9638.72656
74.66962,76.44946,10220.500327055917,9639.2002
74.77616,76.57053,10221.000327071917,9639.67285
74.88263,76.6916,10221.500327087917,9640.14648
74.98904,76.81265,10222.000327103917,9640.62012
75.09538,76.9337,10222.500327119917,9641.09277
75.20165,77.05473,10223.000327135916,9641.56641
75.30787,77.17576,10223.500327151916,9642.04004
75.41401,77.29678,10224.000327167916,9642.51367
75.5201,77.41778,10224.500327183916,9642.98633
75.62611,77.53878,10225.000327199916,9643.45996
75.73206,77.65977,10225.500327215916,9643.93359
75.83794,77.78075,10226.000327231915,9644.40723
75.94377,77.90171,10226.500327247915,9644.88086
76.04952,78.02267,10227.000327263915,9645.35352
76.15522,78.14362,10227.500327279915,9645.82715
76.26084,78.26456,10228.000327295915,9646.30078
76.36641,78.38549,10228.500327311915,9646.77441
76.4719,78.50641,10229.000327327914,9647.24805
76.57734,78.62732,10229.500327343914,9647.72168
76.6827,78.74822,10230.000327359914,9648.19531
76.78801,78.86911,10230.500327375914,9648.66895
76.89325,78.98999,10231.000327391914,9649.14258
76.99842,79.11086,10231.500327407914,9649.61621
77.10353,79.23172,10232.000327423913,9650.08984
77.20857,79.35257,10232.500327439913,9650.56348
77.31355,79.47341,10233.000327455913,9651.03711
77.41846,79.59425,10233.500327471913,9651.51074
77.52332,79.71507,10234.000327487913,9651.98438
77.6281,79.83588,10234.500327503913,9652.45801
77.73282,79.95667,10235.000327519912,9652.93164
77.83748,80.07746,10235.500327535912,9653.40527
77.94206,80.19824,10236.000327551912,9653.87988
78.04659,80.31902,10236.500327567912,9654.35352
78.15105,80.43977,10237.000327583912,9654.82715
78.25545,80.56052,10237.500327599912,9655.30078
78.35978,80.68127,10238.000327615911,9655.77441
78.46405,80.80199,10238.500327631911,9656.24902
78.56825,80.92271,10239.000327647911,9656.72266
78.67239,81.04342,10239.50032766391,9657.19629
78.77646,81.16412,10240.00032767991,9657.66992
78.88047,81.28481,10240.50032769591,9658.14453
78.98441,81.40549,10241.00032771191,9658.61816
79.08829,81.52615,10241.50032772791,9659.0918
79.19211,81.64681,10242.00032774391,9659.56641
79.29585,81.76746,10242.50032775991,9660.04004
79.39954,81.88809,10243.00032777591,9660.51465
79.50316,82.00872,10243.50032779191,9660.98828
79.60671,82.12933,10244.00032780791,9661.46191
79.71021,82.24994,10244.50032782391,9661.93652
79.81364,82.37054,10245.000327839909,9662.41016
79.91699,82.49112,10245.500327855909,9662.88477
80.02029,82.61169,10246.000327871909,9663.3584
80.12353,82.73225,10246.500327887908,9663.83301
80.22669,82.85281,10247.000327903908,9664.30664
80.3298,82.97335,10247.500327919908,9664.78125
80.43283,83.09388,10248.000327935908,9665.25586
80.53581,83.2144,10248.500327951908,9665.72949
80.63872,83.33492,10249.000327967908,9666.2041
80.74156,83.45541,10249.500327983907,9666.67773
80.84435,83.5759,10250.000327999907,9667.15234
80.94706,83.69637,10250.500328015907,9667.62695
81.04971,83.81684,10251.000328031907,9668.10059
81.1523,83.9373,10251.500328047907,9668.5752
81.25482,84.05775,10252.000328063907,9669.0498
81.35728,84.17818,10252.500328079906,9669.52344
81.45967,84.2986,10253.000328095906,9669.99805
81.562,84.41901,10253.500328111906,9670.47266
81.66427,84.53941,10254.000328127906,9670.94727
81.76646,84.65981,10254.500328143906,9671.4209
81.8686,84.78019,10255.000328159906,9671.89551
81.97067,84.90056,10255.500328175905,9672.37012
82.07268,85.02091,10256.000328191905,9672.84473
82.17462,85.14126,10256.500328207905,9673.31934
82.2765,85.2616,10257.000328223905,9673.79395
82.37831,85.38192,10257.500328239905,9674.26855
82.48006,85.50224,10258.000328255905,9674.74219
82.58174,85.62254,10258.500328271904,9675.2168
82.68336,85.74283,10259.000328287904,9675.69141
82.78492,85.86311,10259.500328303904,9676.16602
82.88641,85.98338,10260.000328319904,9676.64063
82.98783,86.10363,10260.500328335904,9677.11523
83.0892,86.22388,10261.000328351904,9677.58984
83.19049,86.34412,10261.500328367903,9678.06445
83.29173,86.46434,10262.000328383903,9678.53906
83.3929,86.58455,10262.500328399903,9679.01367
83.494,86.70475,10263.000328415901,9679.48926
83.59504,86.82494,10263.500328431901,9679.96387
83.69601,86.94512,10264.0003284479,9680.43848
83.79693,87.06528,10264.5003284639,9680.91309
83.89777,87.18544,10265.0003284799,9681.3877
83.99856,87.30559,10265.5003284959,9681.8623
84.09927,87.42572,10266.0003285119,9682.33691
84.19993,87.54584,10266.5003285279,9682.8125
84.30052,87.66595,10267.0003285439,9683.28711
84.40105,87.78605,10267.5003285599,9683.76172
84.5015,87.90614,10268.0003285759,9684.23633
84.60191,88.02621,10268.5003285919,9684.71191
84.70223,88.14628,10269.000328607899,9685.18652
84.80251,88.26633,10269.500328623899,9685.66113
84.90271,88.38637,10270.000328639899,9686.13574
85.00285,88.50639,10270.500328655899,9686.61133
85.10292,88.62641,10271.000328671898,9687.08594
85.20293,88.74642,10271.500328687898,9687.56152
85.30288,88.86642,10272.000328703898,9688.03613
85.40276,88.9864,10272.500328719898,9688.51074
85.50258,89.10636,10273.000328735898,9688.98633
85.60233,89.22633,10273.500328751898,9689.46094
85.70203,89.34627,10274.000328767897,9689.93652
85.80165,89.4662,10274.500328783897,9690.41113
85.90121,89.58613,10275.000328799897,9690.88672
86.00071,89.70604,10275.500328815897,9691.36133
86.10014,89.82594,10276.000328831897,9691.83691
86.19951,89.94582,10276.500328847897,9692.31152
86.29881,90.0657,10277.000328863896,9692.78711
86.39806,90.18556,10277.500328879896,9693.26172
86.49723,90.30541,10278.000328895896,9693.7373
86.59634,90.42525,10278.500328911896,9694.21191
86.69539,90.54508,10279.000328927896,9694.6875
86.79437,90.66489,10279.500328943896,9695.16309
86.8933,90.7847,10280.000328959895,9695.6377
86.99215,90.90449,10280.500328975895,9696.11328
87.09094,91.02427,10281.000328991895,9696.58887
87.18967,91.14404,10281.500329007895,9697.06348
87.28833,91.26379,10282.000329023895,9697.53906
87.38693,91.38353,10282.500329039894,9698.01465
87.48547,91.50327,10283.000329055894,9698.49023
87.58394,91.62299,10283.500329071894,9698.96484
87.68234,91.74268,10284.000329087894,9699.44043
87.78069,91.86238,10284.500329103894,9699.91602
87.87897,91.98206,10285.000329119894,9700.3916
87.97718,92.10173,10285.500329135893,9700.86719
88.07533,92.22138,10286.000329151893,9701.34277
88.17342,92.34103,10286.500329167893,9701.81738
88.27144,92.46066,10287.000329183893,9702.29297
88.3694,92.58028,10287.500329199893,9702.76855
88.46729,92.69989,10288.000329215893,9703.24414
88.56512,92.81948,10288.500329231892,9703.71973
88.66289,92.93906,10289.000329247892,9704.19531
88.76059,93.05863,10289.500329263892,9704.6709
88.85823,93.17819,10290.000329279892,9705.14648
88.9558,93.29774,10290.500329295892,9705.62207
