X DEV,Y DEV,DEPTH,TVD
-17.49504,89.57271,10465.500334895958,10000.98047
-17.53762,89.77068,10466.000334911958,10001.4375
-17.58022,89.96866,10466.500334927958,10001.89453
-17.62283,90.16665,10467.000334943958,10002.35156
-17.66547,90.36466,10467.500334959957,10002.80859
-17.70813,90.56268,10468.000334975957,10003.26563
-17.75081,90.76072,10468.500334991957,10003.72266
-17.79351,90.95877,10469.000335007957,10004.17969
-17.83624,91.15683,10469.500335023957,10004.63672
-17.87898,91.3549,10470.000335039957,10005.09375
-17.92175,91.55299,10470.500335055956,10005.55176
-17.96453,91.7511,10471.000335071956,10006.00879
-18.00734,91.94922,10471.500335087956,10006.46582
-18.05017,92.14735,10472.000335103956,10006.92285
-18.09301,92.34549,10472.500335119956,10007.37988
-18.13588,92.54365,10473.000335135956,10007.83691
-18.17877,92.74181,10473.500335151955,10008.29395
-18.22168,92.93999,10474.000335167955,10008.75098
-18.26462,93.13819,10474.500335183955,10009.20801
-18.30757,93.3364,10475.000335199955,10009.66504
-18.35054,93.53463,10475.500335215955,10010.12207
-18.39354,93.73286,10476.000335231955,10010.5791
-18.43656,93.93111,10476.500335247954,10011.03613
-18.47959,94.12938,10477.000335263954,10011.49316
-18.52265,94.32766,10477.500335279954,10011.9502
-18.56573,94.52595,10478.000335295954,10012.40723
-18.60883,94.72425,10478.500335311954,10012.86328
-18.65195,94.92257,10479.000335327954,10013.32031
-18.6951,95.1209,10479.500335343953,10013.77734
-18.73826,95.31924,10480.000335359953,10014.23438
-18.78144,95.5176,10480.500335375953,10014.69141
-18.82465,95.71597,10481.000335391953,10015.14844
-18.86787,95.91436,10481.500335407953,10015.60547
-18.91112,96.11275,10482.000335423952,10016.0625
-18.95439,96.31116,10482.500335439952,10016.51953
-18.99768,96.50959,10483.000335455952,10016.97559
-19.04099,96.70802,10483.500335471952,10017.43262
-19.08432,96.90648,10484.000335487952,10017.88965
-19.12767,97.10494,10484.500335503952,10018.34668
-19.17105,97.30342,10485.000335519951,10018.80371
-19.21444,97.50191,10485.500335535951,10019.26074
-19.25785,97.70042,10486.000335551951,10019.7168
-19.30129,97.89893,10486.50033556795,10020.17383
-19.34475,98.09747,10487.000335583949,10020.63086
-19.38823,98.29601,10487.500335599949,10021.08789
-19.43173,98.49457,10488.000335615949,10021.54492
-19.47525,98.69314,10488.500335631948,10022.00098
-19.51879,98.89172,10489.000335647948,10022.45801
-19.56235,99.09032,10489.500335663948,10022.91504
-19.60593,99.28893,10490.000335679948,10023.37207
-19.64954,99.48756,10490.500335695948,10023.82813
-19.69316,99.6862,10491.000335711948,10024.28516
-19.73681,99.88485,10491.500335727947,10024.74219
-19.78048,100.08351,10492.000335743947,10025.19922
-19.82417,100.28219,10492.500335759947,10025.65527
-19.86788,100.48088,10493.000335775947,10026.1123
-19.91161,100.67959,10493.500335791947,10026.56934
-19.95536,100.8783,10494.000335807947,10027.02539
-19.99913,101.07703,10494.500335823946,10027.48242
-20.04293,101.27578,10495.000335839946,10027.93945
-20.08674,101.47454,10495.500335855946,10028.39551
-20.13058,101.67331,10496.000335871946,10028.85254
-20.17444,101.87209,10496.500335887946,10029.30957
-20.21831,102.07089,10497.000335903946,10029.76563
-20.26221,102.26971,10497.500335919945,10030.22266
-20.30613,102.46853,10498.000335935945,10030.67969
-20.35007,102.66737,10498.500335951945,10031.13574
-20.39404,102.86622,10499.000335967945,10031.59277
-20.43802,103.06509,10499.500335983945,10032.04883
-20.48203,103.26396,10500.000335999945,10032.50586
-20.52605,103.46285,10500.500336015944,10032.96289
-20.5701,103.66176,10501.000336031944,10033.41895
-20.61417,103.86067,10501.500336047944,10033.87598
-20.65825,104.05961,10502.000336063944,10034.33203
-20.70236,104.25854,10502.500336079944,10034.78906
-20.7465,104.4575,10503.000336095944,10035.24512
-20.79065,104.65648,10503.500336111943,10035.70215
-20.83482,104.85546,10504.000336127943,10036.1582
-20.87901,105.05446,10504.500336143943,10036.61523
-20.92323,105.25347,10505.000336159943,10037.07129
-20.96747,105.45249,10505.500336175943,10037.52832
-21.01173,105.65153,10506.000336191943,10037.98438
-21.056,105.85058,10506.500336207942,10038.44141
-21.1003,106.04964,10507.000336223942,10038.89746
-21.14462,106.24872,10507.500336239942,10039.35449
-21.18897,106.44781,10508.000336255942,10039.81055
-21.23333,106.64691,10508.500336271942,10040.26758
-21.27771,106.84603,10509.000336287942,10040.72363
-21.32212,107.04517,10509.500336303941,10041.18066
-21.36655,107.24431,10510.000336319941,10041.63672
-21.41099,107.44346,10510.500336335941,10042.09375
-21.45546,107.64263,10511.00033635194,10042.5498
-21.49995,107.84181,10511.50033636794,10043.00586
-21.54446,108.04101,10512.00033638394,10043.46289
-21.58899,108.24022,10512.50033639994,10043.91895
-21.63355,108.43945,10513.00033641594,10044.37598
-21.67812,108.63868,10513.50033643194,10044.83203
-21.72272,108.83793,10514.00033644794,10045.28809
-21.76733,109.03719,10514.50033646394,10045.74512
-21.81197,109.23647,10515.00033647994,10046.20117
-21.85663,109.43575,10515.50033649594,10046.65723
-21.90131,109.63506,10516.00033651194,10047.11426
-21.94601,109.83437,10516.500336527939,10047.57031
-21.99073,110.0337,10517.000336543939,10048.02637
-22.03548,110.23304,10517.500336559939,10048.4834
-22.08024,110.4324,10518.000336575938,10048.93945
-22.12503,110.63177,10518.500336591938,10049.39551
-22.16983,110.83115,10519.000336607938,10049.85156
-22.21466,111.03054,10519.500336623938,10050.30859
-22.25951,111.22995,10520.000336639938,10050.76465
-22.30438,111.42937,10520.500336655938,10051.2207
-22.34927,111.6288,10521.000336671937,10051.67773
-22.39418,111.82825,10521.500336687937,10052.13379
-22.43912,112.02771,10522.000336703937,10052.58984
-22.48407,112.22718,10522.500336719937,10053.0459
-22.52905,112.42667,10523.000336735937,10053.50195
-22.57405,112.62617,10523.500336751937,10053.95898
-22.61906,112.82568,10524.000336767936,10054.41504
-22.6641,113.02522,10524.500336783936,10054.87109
-22.70916,113.22475,10525.000336799936,10055.32715
-22.75425,113.42431,10525.500336815936,10055.7832
-22.79935,113.62387,10526.000336831936,10056.24023
-22.84447,113.82345,10526.500336847936,10056.69629
-22.88962,114.02304,10527.000336863935,10057.15234
-22.93478,114.22264,10527.500336879935,10057.6084
-22.97997,114.42226,10528.000336895935,10058.06445
-23.02518,114.62189,10528.500336911935,10058.52051
-23.07041,114.82154,10529.000336927935,10058.97656
-23.11566,115.0212,10529.500336943935,10059.43359
-23.16093,115.22087,10530.000336959934,10059.88965
-23.20623,115.42056,10530.500336975934,10060.3457
-23.25154,115.62025,10531.000336991934,10060.80176
-23.29688,115.81996,10531.500337007934,10061.25781
-23.34224,116.01969,10532.000337023934,10061.71387
-23.38761,116.21943,10532.500337039934,10062.16992
-23.43301,116.41917,10533.000337055933,10062.62598
-23.47843,116.61893,10533.500337071933,10063.08203
-23.52387,116.81872,10534.000337087933,10063.53809
-23.56934,117.0185,10534.500337103933,10063.99414
-23.61482,117.21831,10535.000337119933,10064.4502
-23.66033,117.41813,10535.500337135933,10064.90625
-23.70585,117.61795,10536.000337151932,10065.3623
-23.7514,117.81779,10536.500337167932,10065.81836
-23.79697,118.01765,10537.000337183932,10066.27441
-23.84256,118.21752,10537.500337199932,10066.73047
-23.88817,118.4174,10538.000337215932,10067.18652
-23.93381,118.61729,10538.500337231932,10067.64258
-23.97946,118.81721,10539.000337247931,10068.09863
-24.02513,119.01712,10539.500337263931,10068.55469
-24.07083,119.21706,10540.00033727993,10069.01074
-24.11655,119.41701,10540.500337295929,10069.4668
-24.16229,119.61697,10541.000337311929,10069.92285
-24.20805,119.81694,10541.500337327929,10070.37891
-24.25383,120.01692,10542.000337343929,10070.83496
-24.29963,120.21693,10542.500337359928,10071.29102
-24.34545,120.41694,10543.000337375928,10071.74707
-24.3913,120.61696,10543.500337391928,10072.20313
-24.43716,120.817,10544.000337407928,10072.6582
-24.48305,121.01705,10544.500337423928,10073.11426
-24.52896,121.21712,10545.000337439928,10073.57031
-24.57489,121.4172,10545.500337455927,10074.02637
-24.62084,121.61729,10546.000337471927,10074.48242
-24.66681,121.81739,10546.500337487927,10074.93848
-24.71281,122.01751,10547.000337503927,10075.39453
-24.75882,122.21764,10547.500337519927,10075.84961
-24.80486,122.41778,10548.000337535927,10076.30566
-24.85092,122.61794,10548.500337551926,10076.76172
-24.89699,122.81811,10549.000337567926,10077.21777
-24.94309,123.0183,10549.500337583926,10077.67383
-24.98921,123.21848,10550.000337599926,10078.12891
-25.03536,123.41869,10550.500337615926,10078.58496
-25.08152,123.61892,10551.000337631926,10079.04102
-25.1277,123.81915,10551.500337647925,10079.49707
-25.17391,124.0194,10552.000337663925,10079.95215
-25.22015,124.21965,10552.500337679925,10080.4082
-25.26641,124.41989,10553.000337695925,10080.86426
-25.31268,124.62012,10553.500337711925,10081.31934
-25.35897,124.82034,10554.000337727924,10081.77539
-25.40528,125.02056,10554.500337743924,10082.23145
-25.4516,125.22076,10555.000337759924,10082.6875
-25.49794,125.42097,10555.500337775924,10083.14258
-25.5443,125.62115,10556.000337791924,10083.59863
-25.59067,125.82134,10556.500337807924,10084.05469
-25.63706,126.02151,10557.000337823923,10084.51074
-25.68346,126.22169,10557.500337839923,10084.96582
-25.72989,126.42184,10558.000337855923,10085.42188
-25.77632,126.62199,10558.500337871923,10085.87793
-25.82278,126.82214,10559.000337887923,10086.33398
-25.86925,127.02228,10559.500337903923,10086.78906
-25.91574,127.2224,10560.000337919922,10087.24512
-25.96224,127.42252,10560.500337935922,10087.70117
-26.00877,127.62264,10561.000337951922,10088.15723
-26.0553,127.82275,10561.500337967922,10088.61328
-26.10186,128.02284,10562.000337983922,10089.06836
-26.14843,128.22293,10562.500337999922,10089.52441
-26.19502,128.423,10563.000338015921,10089.98047
-26.24162,128.62308,10563.500338031921,10090.43652
-26.28824,128.82315,10564.000338047921,10090.8916
-26.33488,129.02321,10564.500338063921,10091.34766
-26.38154,129.22325,10565.00033807992,10091.80371
-26.42821,129.42329,10565.50033809592,10092.25977
-26.47489,129.62332,10566.00033811192,10092.71582
-26.5216,129.82335,10566.50033812792,10093.1709
-26.56832,130.02338,10567.00033814392,10093.62695
-26.61506,130.22337,10567.50033815992,10094.08301
-26.66181,130.42339,10568.00033817592,10094.53906
-26.70858,130.62337,10568.50033819192,10094.99512
-26.75537,130.82336,10569.00033820792,10095.45117
-26.80217,131.02333,10569.50033822392,10095.90625
-26.84899,131.2233,10570.000338239919,10096.3623
-26.89582,131.42326,10570.500338255919,10096.81836
-26.94268,131.62321,10571.000338271919,10097.27441
-26.98955,131.82317,10571.500338287919,10097.73047
-27.03643,132.0231,10572.000338303918,10098.18555
-27.08333,132.22304,10572.500338319918,10098.6416
-27.13025,132.42296,10573.000338335918,10099.09766
-27.17719,132.62286,10573.500338351918,10099.55371
-27.22414,132.82277,10574.000338367918,10100.00977
-27.27111,133.02267,10574.500338383918,10100.46582
-27.31809,133.22256,10575.000338399917,10100.9209
-27.3651,133.42244,10575.500338415917,10101.37695
-27.41212,133.62231,10576.000338431917,10101.83301
-27.45915,133.82219,10576.500338447917,10102.28906
-27.5062,134.02203,10577.000338463917,10102.74512
-27.55327,134.22189,10577.500338479917,10103.20117
-27.60035,134.42174,10578.000338495916,10103.65625
-27.64745,134.62157,10578.500338511916,10104.1123
-27.69457,134.8214,10579.000338527916,10104.56836
-27.7417,135.02121,10579.500338543916,10105.02441
-27.78885,135.22102,10580.000338559916,10105.48047
-27.83602,135.42082,10580.500338575916,10105.93652
-27.88321,135.62062,10581.000338591915,10106.39258
-27.93041,135.8204,10581.500338607915,10106.84766
-27.97762,136.02017,10582.000338623915,10107.30371
-28.02485,136.21996,10582.500338639915,10107.75977
-28.07211,136.41971,10583.000338655915,10108.21582
-28.11937,136.61946,10583.500338671915,10108.67188
-28.16665,136.81921,10584.000338687914,10109.12793
-28.21395,137.01895,10584.500338703914,10109.58398
-28.26127,137.21867,10585.000338719914,10110.03906
-28.3086,137.4184,10585.500338735914,10110.49512
-28.35595,137.61812,10586.000338751914,10110.95117
-28.40332,137.81783,10586.500338767913,10111.40723
-28.4507,138.01752,10587.000338783913,10111.86328
-28.4981,138.21721,10587.500338799913,10112.31934
-28.54551,138.41689,10588.000338815913,10112.77539
-28.59294,138.61656,10588.500338831913,10113.23145
-28.64039,138.81624,10589.000338847913,10113.68652
-28.68785,139.01588,10589.500338863912,10114.14258
-28.73534,139.21553,10590.000338879912,10114.59863
-28.78283,139.41518,10590.500338895912,10115.05469
-28.83035,139.61481,10591.000338911912,10115.51074
-28.87788,139.81444,10591.500338927912,10115.9668
-28.92542,140.01405,10592.000338943912,10116.42285
-28.97299,140.21367,10592.500338959911,10116.87891
-29.02057,140.41327,10593.000338975911,10117.33496
-29.06816,140.61285,10593.50033899191,10117.79004
-29.11578,140.81245,10594.00033900791,10118.24609
-29.16341,141.01202,10594.500339023909,10118.70215
-29.21105,141.21159,10595.000339039909,10119.1582
-29.25872,141.41116,10595.500339055909,10119.61426
-29.30639,141.61072,10596.000339071908,10120.07031
-29.35409,141.81026,10596.500339087908,10120.52637
-29.4018,142.0098,10597.000339103908,10120.98242
-29.44953,142.20932,10597.500339119908,10121.43848
-29.49728,142.40884,10598.000339135908,10121.89453
-29.54504,142.60835,10598.500339151908,10122.35059
-29.59282,142.80786,10599.000339167907,10122.80566
-29.64061,143.00735,10599.500339183907,10123.26172
-29.68842,143.20685,10600.000339199907,10123.71777
-29.73625,143.40633,10600.500339215907,10124.17383
-29.78409,143.6058,10601.000339231907,10124.62988
-29.83195,143.80527,10601.500339247907,10125.08594
-29.87983,144.00473,10602.000339263906,10125.54199
-29.92772,144.20418,10602.500339279906,10125.99805
-29.97564,144.40361,10603.000339295906,10126.4541
-30.02356,144.60304,10603.500339311906,10126.91016
-30.0715,144.80247,10604.000339327906,10127.36621
-30.11946,145.00189,10604.500339343906,10127.82227
-30.16744,145.20129,10605.000339359905,10128.27832
-30.21543,145.4007,10605.500339375905,10128.73438
-30.26344,145.6001,10606.000339391905,10129.19043
-30.31147,145.79947,10606.500339407905,10129.64648
-30.35951,145.99886,10607.000339423905,10130.10156
-30.40757,146.19823,10607.500339439905,10130.55762
-30.45564,146.39758,10608.000339455904,10131.01367
-30.50373,146.59694,10608.500339471904,10131.46973
-30.55184,146.79628,10609.000339487904,10131.92578
-30.59997,146.99562,10609.500339503904,10132.38184
-30.64811,147.19495,10610.000339519904,10132.83789
-30.69626,147.39426,10610.500339535904,10133.29395
-30.74444,147.59358,10611.000339551903,10133.75
-30.79263,147.79288,10611.500339567903,10134.20605
-30.84084,147.99217,10612.000339583903,10134.66211
-30.88906,148.19147,10612.500339599903,10135.11816
-30.9373,148.39075,10613.000339615903,10135.57422
-30.98555,148.59001,10613.500339631903,10136.03027
-31.03383,148.78928,10614.000339647902,10136.48633
-31.08212,148.98853,10614.500339663902,10136.94238
-31.13042,149.18777,10615.000339679902,10137.39844
-31.17874,149.38702,10615.500339695902,10137.85449
-31.22708,149.58624,10616.000339711902,10138.31055
-31.27544,149.78548,10616.500339727902,10138.7666
-31.32381,149.98468,10617.000339743901,10139.22266
-31.3722,150.1839,10617.500339759901,10139.67871
-31.4206,150.38309,10618.000339775901,10140.13477
-31.46902,150.58228,10618.5003397919,10140.59082
-31.51746,150.78146,10619.0003398079,10141.04688
-31.56591,150.98064,10619.5003398239,10141.50293
-31.61438,151.17981,10620.0003398399,10141.95898
-31.66287,151.37897,10620.5003398559,10142.41504
-31.71137,151.57811,10621.0003398719,10142.87109
-31.75989,151.77725,10621.5003398879,10143.32715
-31.80843,151.97639,10622.0003399039,10143.7832
-31.85698,152.17552,10622.5003399199,10144.23926
-31.90555,152.37463,10623.0003399359,10144.69531
-31.95414,152.57375,10623.5003399519,10145.15137
-32.00274,152.77284,10624.000339967899,10145.60742
-32.05136,152.97194,10624.500339983899,10146.06348
-32.09999,153.17102,10625.000339999899,10146.51953
-32.14864,153.3701,10625.500340015898,10146.97559
-32.19731,153.56917,10626.000340031898,10147.43164
-32.24599,153.76823,10626.500340047898,10147.8877
-32.2947,153.96729,10627.000340063898,10148.34375
-32.34341,154.16632,10627.500340079898,10148.7998
-32.39215,154.36536,10628.000340095898,10149.25586
