Depth,Porosity,Saturation 
10540,0.2518,0.116178
10540.5,0.267002,0.10372
10541,0.271491,0.094709
10541.5,0.27748,0.08927
10542,0.282403,0.082097
10547.5,0.265307,0.084382
10548,0.266453,0.090722
10548.5,0.261965,0.09578
10549,0.258763,0.102729
10549.5,0.257617,0.107597
10550,0.262246,0.115159
10550.5,0.270522,0.120461
10551,0.279529,0.121632
10551.5,0.278923,0.127901
10552,0.277711,0.132486
10552.5,0.278164,0.137718
10553,0.277277,0.141813
10553.5,0.273349,0.148463
10554,0.264009,0.154749
10554.5,0.254533,0.161843
10555,0.245572,0.165305
10555.5,0.252727,0.154891
10556,0.253333,0.14592
10556.5,0.253939,0.143094
10557,0.255758,0.140441
10557.5,0.257576,0.147077
10558,0.251515,0.157914
10558.5,0.246061,0.16792
10559,0.241818,0.182489
10559.5,0.23697,0.210631
10560,0.231515,0.217285
10560.5,0.232727,0.226025
10561,0.238788,0.221471
10561.5,0.230303,0.230867
10562,0.221212,0.2429
10562.5,0.218182,0.243198
10563,0.213333,0.255565
10563.5,0.204242,0.265429
10564,0.194546,0.271358
10564.5,0.185454,0.265908
10565,0.186667,0.247754
10565.5,0.177576,0.262668
10566,0.169091,0.282301
10566.5,0.178788,0.273741
10567,0.188485,0.2503
10567.5,0.198182,0.230492
10568,0.21697,0.208026
10568.5,0.24,0.179187
10569,0.26303,0.165143
10569.5,0.267879,0.154519
10570,0.264848,0.14698
10570.5,0.266667,0.144341
10571,0.269208,0.139499
10571.5,0.260723,0.139038
10572,0.249571,0.141815
10572.5,0.233954,0.153049
10573,0.210271,0.165963
10573.5,0.217471,0.163713
10574,0.229582,0.167762
10574.5,0.24276,0.165847
10575,0.247811,0.16911
10575.5,0.252514,0.173227
10576,0.258557,0.174712
10576.5,0.257502,0.177484
10577,0.253632,0.173474
10577.5,0.249426,0.165497
10578,0.251341,0.149684
10578.5,0.245956,0.143033
10579,0.24535,0.138418
10579.5,0.258574,0.124586
10580,0.267872,0.118986
10580.5,0.279821,0.113571
10581,0.277178,0.112093
10581.5,0.275699,0.111929
10582,0.278743,0.115318
10582.5,0.274524,0.122038
10583,0.267251,0.129695
10583.5,0.273292,0.136635
10584,0.27511,0.139876
10584.5,0.273016,0.140406
10585,0.274057,0.148954
10585.5,0.270676,0.15401
10586,0.267039,0.163314
10586.5,0.264615,0.171026
10587,0.25401,0.17586
10587.5,0.248555,0.178903
10588,0.248555,0.177764
10588.5,0.259464,0.167379
10589,0.269161,0.160194
10589.5,0.270373,0.159307
10590,0.275828,0.156175
10590.5,0.284113,0.152093
10591,0.284117,0.159638
10591.5,0.281736,0.171146
10592,0.284243,0.182117
10592.5,0.28303,0.182918
10593,0.282424,0.187734
10593.5,0.278788,0.194455
10594,0.27208,0.202693
10594.5,0.267879,0.208185
10595,0.26303,0.231059
10595.5,0.263636,0.229306
10596,0.257576,0.236472
10596.5,0.249091,0.22392
10597,0.243637,0.209371
10597.5,0.238788,0.206389
10598,0.232727,0.198154
10598.5,0.228485,0.187077
10599,0.225221,0.189784
10599.5,0.237076,0.176986
10600,0.250055,0.158981
10600.5,0.261797,0.142189
10601,0.264221,0.139092
10601.5,0.272863,0.139042
10602,0.275524,0.147654
10602.5,0.264807,0.15966
10603,0.257535,0.153979
10603.5,0.244808,0.154367
10604,0.239353,0.157456
10604.5,0.240723,0.155618
10605,0.247232,0.153832
10605.5,0.254982,0.144399
10606,0.261519,0.130919
10606.5,0.260065,0.120515
10607,0.254852,0.110477
10607.5,0.255893,0.11243
10608,0.272151,0.11581
10608.5,0.290101,0.11487
10609,0.296951,0.11566
10609.5,0.297693,0.116071
10610,0.290303,0.11808
10610.5,0.284243,0.120417
10611,0.285455,0.116718
10611.5,0.291515,0.11315
10612,0.296481,0.10828
10612.5,0.2957,0.106202
10613,0.294546,0.103719
10613.5,0.287879,0.113756
10614,0.28,0.126201
10614.5,0.275758,0.135864
10615,0.277576,0.14055
10615.5,0.268485,0.149111
10616,0.257535,0.153321
10616.5,0.248602,0.160484
10617,0.24328,0.162838
10617.5,0.247147,0.15464
10618,0.257304,0.147514
10618.5,0.26256,0.146134
10619,0.269608,0.167245
10619.5,0.277606,0.177332
10620,0.270439,0.192972
10620.5,0.272963,0.205392
10621,0.264746,0.223371
10621.5,0.253404,0.23173
10622,0.234514,0.240848
10622.5,0.220585,0.256502
10623,0.208271,0.270903
10623.5,0.20692,0.268032
10624,0.215078,0.269865
10624.5,0.232492,0.237737
10625,0.223009,0.231598
10625.5,0.212706,0.223464
10626,0.203615,0.211659
10626.5,0.196011,0.194927
10627,0.20579,0.17157
10627.5,0.22276,0.151535
10628,0.240859,0.135412
10628.5,0.261745,0.132421
10629,0.282246,0.135926
10629.5,0.278858,0.147018
10630,0.272191,0.16455
10630.5,0.263615,0.166383
10631,0.25298,0.170519
10634.5,0.227002,0.12439
10635,0.230556,0.11169
10638,0.272457,0.098398
10638.5,0.28907,0.099965
10639,0.305525,0.101031
10639.5,0.311651,0.102633
10640,0.311045,0.101877
10640.5,0.314075,0.098586
10641,0.312257,0.095554
10641.5,0.311045,0.094066
10642,0.312257,0.100911
10642.5,0.305332,0.10722
10643,0.29513,0.117407
10643.5,0.291442,0.124786
10644,0.286593,0.130186
10644.5,0.278108,0.129136
10645,0.275579,0.126455
10645.5,0.2677,0.129533
10646,0.263458,0.134657
10646.5,0.259979,0.136902
10647,0.256342,0.138333
10647.5,0.25298,0.133438
10651,0.227425,0.168394
10651.5,0.215966,0.176345
10652,0.201548,0.180146
10652.5,0.217432,0.15539
10662,0.260153,0.093721
10662.5,0.257122,0.091322
10663,0.253486,0.092482
10663.5,0.251668,0.097246
10664,0.25973,0.101833
10664.5,0.266396,0.10652
10665,0.258518,0.119291
10665.5,0.257502,0.131383
10666,0.24565,0.142747
10668.5,0.22985,0.196607
10669,0.237315,0.198992
10669.5,0.249624,0.197952
10670,0.244298,0.211124
10670.5,0.231337,0.224458
10671,0.224272,0.239143
10671.5,0.226667,0.237782
10672,0.224849,0.233422
10672.5,0.221818,0.22809
10673,0.224243,0.221714
10673.5,0.215758,0.227534
10674,0.206061,0.240796
10674.5,0.19697,0.236732
10675,0.20303,0.222351
10675.5,0.210909,0.233385
10676,0.218788,0.23244
10676.5,0.226667,0.230001
10677,0.235758,0.222907
10677.5,0.244848,0.215003
10678,0.253333,0.211027
10678.5,0.26,0.203793
10679,0.26303,0.192609
10679.5,0.258182,0.183245
10680,0.252727,0.177879
10680.5,0.25697,0.158159
10681,0.271515,0.137222
10681.5,0.286061,0.125737
10682,0.286061,0.130817
10682.5,0.27697,0.148739
10683,0.268485,0.164776
10683.5,0.259394,0.189089
10684,0.252121,0.195018
10684.5,0.242737,0.195327
10685,0.233706,0.194177
10685.5,0.246433,0.174115
10686,0.25916,0.163942
10686.5,0.269776,0.167378
10687,0.261954,0.179354
10687.5,0.249179,0.198246
10688,0.242403,0.203601
10688.5,0.234193,0.201381
10689,0.234799,0.196227
10689.5,0.240336,0.187807
10690,0.257829,0.177341
10690.5,0.262072,0.167876
10691,0.26692,0.158061
10691.5,0.260942,0.156621
10692,0.256093,0.159227
10698.5,0.247806,0.153224
10699,0.260136,0.152244
10699.5,0.270303,0.15054
10700,0.278182,0.143462
10700.5,0.28,0.145135
10701,0.285455,0.145086
10701.5,0.285455,0.14774
10702,0.275181,0.15342
10702.5,0.269767,0.156316
10703,0.270373,0.158083
10703.5,0.275287,0.156649
10704,0.282191,0.155905
10704.5,0.282989,0.156423
10705,0.281212,0.160383
10705.5,0.283637,0.161363
10706,0.285455,0.166451
10706.5,0.285455,0.167932
10707,0.288485,0.166863
10707.5,0.287879,0.173372
10708,0.284243,0.177465
10708.5,0.285455,0.178125
10709,0.286061,0.177742
10709.5,0.284243,0.179019
10710,0.275758,0.182867
10710.5,0.270909,0.184799
10711,0.266667,0.17997
10711.5,0.267273,0.175592
10712,0.272121,0.16944
10712.5,0.276364,0.164075
10713,0.278847,0.161602
10713.5,0.282454,0.157203
10714,0.281954,0.156368
10714.5,0.28559,0.154194
10715,0.28007,0.161643
10715.5,0.274524,0.167703
10716,0.279464,0.176185
10716.5,0.283666,0.181874
10717,0.283666,0.187343
10717.5,0.285484,0.186992
10718,0.290939,0.185319
10718.5,0.292151,0.185319
10719,0.289121,0.187898
10719.5,0.289121,0.188181
10720,0.295524,0.199215
10720.5,0.295716,0.208005
10721,0.291089,0.216525
10721.5,0.284243,0.22627
10722,0.278182,0.229186
10722.5,0.279394,0.234582
10723,0.275151,0.238995
10723.5,0.276364,0.233129
10724,0.278788,0.234692
10724.5,0.282424,0.235717
10725,0.272121,0.239072
10725.5,0.263636,0.238595
10726,0.263636,0.232015
10726.5,0.274545,0.213244
10727,0.285455,0.213513
10727.5,0.286667,0.231217
10728,0.278182,0.253029
10728.5,0.270303,0.27589
10729,0.262424,0.295509
10729.5,0.258788,0.30871
10730,0.261212,0.310013
10730.5,0.260606,0.310292
10731,0.251515,0.329982
10731.5,0.241818,0.350621
10732,0.243637,0.32461
10732.5,0.247273,0.350846
10733,0.247879,0.348846
10733.5,0.24303,0.347716
10734,0.231515,0.365581
10734.5,0.220606,0.37543
10735,0.230303,0.356914
10735.5,0.24,0.346602
10736,0.251515,0.341935
10736.5,0.264242,0.330408
10737,0.267879,0.332639
10737.5,0.267879,0.331792
10738,0.260565,0.330676
10738.5,0.252151,0.333986
10739,0.256393,0.312219
10739.5,0.270676,0.289716
10740,0.278665,0.281336
10740.5,0.27697,0.284862
10741,0.271515,0.291126
10741.5,0.275151,0.281599
10742,0.284243,0.268448
10742.5,0.292121,0.261746
10743,0.284849,0.2684
10743.5,0.280606,0.26675
10744,0.282383,0.268896
10744.5,0.278747,0.282197
10745,0.278141,0.289023
10745.5,0.273898,0.300946
10746,0.262989,0.325326
10746.5,0.253198,0.336625
10747,0.242424,0.36651
10747.5,0.247273,0.366872
10748,0.253939,0.357556
10748.5,0.250909,0.367775
10749,0.249697,0.368242
10749.5,0.244201,0.37453
10750,0.230939,0.381303
10750.5,0.222596,0.369562
10751,0.226737,0.371192
10751.5,0.228555,0.359289
10752,0.235287,0.353648
10752.5,0.24602,0.351436
10753,0.245455,0.35593
10753.5,0.245455,0.350144
10754,0.245455,0.346547
10754.5,0.239394,0.346778
10755,0.238182,0.342343
10755.5,0.245455,0.326445
10756,0.252121,0.309197
10756.5,0.259394,0.325371
10757,0.261212,0.333785
10757.5,0.253939,0.350327
10758,0.253333,0.339787
10758.5,0.258788,0.322146
10759,0.268485,0.295424
10759.5,0.26303,0.301551
10760,0.259394,0.309836
10760.5,0.254545,0.319018
10761,0.242424,0.329429
10761.5,0.238182,0.326296
10762,0.249091,0.300571
10762.5,0.258182,0.279736
10763,0.261818,0.247714
10763.5,0.262424,0.227302
10764,0.268485,0.207939
10764.5,0.284849,0.186926
10765,0.294505,0.181398
10765.5,0.288604,0.188085
10766,0.287303,0.19624
10766.5,0.284272,0.204174
10767,0.281585,0.209342
10767.5,0.270909,0.223173
10768,0.269091,0.218153
10768.5,0.27511,0.209029
10769,0.278259,0.201382
10769.5,0.277342,0.19344
10770,0.264272,0.19318
10770.5,0.250439,0.199452
10771,0.245414,0.206298
10771.5,0.247879,0.19745
10772,0.241818,0.198593
10772.5,0.237576,0.205843
10773,0.237576,0.205535
10773.5,0.230303,0.214955
10774,0.224243,0.218944
10774.5,0.216364,0.224786
10775,0.206061,0.238351
10775.5,0.207879,0.231205
10776,0.210909,0.220756
10776.5,0.207879,0.231898
10777,0.221212,0.231018
10777.5,0.239394,0.229684
10778,0.247273,0.235325
10778.5,0.241818,0.246479
10779,0.241212,0.24081
10779.5,0.246667,0.233518
10780,0.241818,0.237965
10780.5,0.234545,0.245111
10781,0.244848,0.253448
10781.5,0.254505,0.262799
10782,0.259914,0.290594
10782.5,0.249833,0.334963
10783,0.253969,0.344106
10783.5,0.256525,0.361743
10784,0.25613,0.385773
10784.5,0.260979,0.398249
10785,0.253969,0.427624
10785.5,0.248555,0.44821
10786,0.24467,0.451477
10786.5,0.239173,0.450125
10787,0.244221,0.420431
10790,0.250556,0.339765
10790.5,0.242161,0.346929
10791,0.244578,0.339346
10791.5,0.251245,0.331288
10792,0.257305,0.330109
10792.5,0.266593,0.332814
10793,0.27073,0.342476
10793.5,0.274367,0.345782
10794,0.269624,0.343136
10794.5,0.266961,0.33997
10808,0.245962,0.375061
10808.5,0.255758,0.38522
10809,0.260606,0.385738
10809.5,0.258788,0.394671
10810,0.255758,0.416538
10810.5,0.255758,0.432146
10811,0.250909,0.447315
10811.5,0.247273,0.473519
10812,0.249091,0.476766
10812.5,0.247879,0.498984
10813,0.244848,0.506625
10813.5,0.249697,0.526194
10814,0.255717,0.521244
10814.5,0.247879,0.535493
10815,0.239394,0.556488
10815.5,0.232121,0.574901
10816,0.229305,0.595644
10816.5,0.228515,0.615633
