Depth,Porosity,Saturation 
10801.94,0.221818,0.184202
10802.38,0.229091,0.17935
10802.82,0.224243,0.186267
10803.26,0.219394,0.190103
10803.7,0.226667,0.182764
10804.14,0.226667,0.180696
10804.58,0.229091,0.179357
10805.02,0.233939,0.175857
10805.46,0.231515,0.180208
10805.9,0.229091,0.181497
10806.34,0.229091,0.181446
10806.79,0.236364,0.180182
10807.23,0.247879,0.176038
10807.67,0.245455,0.180773
10808.11,0.247879,0.183323
10808.55,0.241818,0.196085
10808.99,0.238788,0.212541
10809.43,0.256364,0.207437
10809.87,0.267273,0.200773
10810.31,0.264848,0.196968
10810.75,0.267273,0.18559
10811.19,0.269697,0.177341
10811.63,0.257576,0.183579
10812.08,0.257576,0.184251
10812.52,0.255151,0.188942
10812.96,0.255151,0.190763
10813.4,0.252727,0.193447
10813.84,0.252727,0.193322
10814.28,0.247879,0.198448
10814.72,0.240606,0.207861
10815.16,0.231515,0.222306
10815.6,0.233939,0.224959
10816.04,0.238788,0.221569
10816.48,0.241212,0.221716
10816.92,0.238788,0.223427
10817.36,0.250303,0.210166
10817.81,0.259394,0.202085
10818.25,0.267273,0.197954
10818.69,0.261212,0.203632
10819.13,0.255151,0.212878
10819.57,0.24,0.233461
10820.01,0.219394,0.265173
10820.45,0.221818,0.266408
10820.89,0.221818,0.268633
10821.33,0.207879,0.292375
10821.77,0.20303,0.30259
10822.21,0.20303,0.305674
10822.65,0.190909,0.330282
10823.09,0.190909,0.337439
10823.54,0.20303,0.332469
10823.98,0.19916,0.336167
10824.42,0.194249,0.325497
10824.86,0.186901,0.305457
10825.3,0.175587,0.285604
10825.74,0.176383,0.273333
10826.18,0.219714,0.283984
10826.62,0.215758,0.331911
10827.06,0.193333,0.362238
10827.5,0.183637,0.361853
10827.94,0.173333,0.328345
10828.38,0.167273,0.322719
10828.82,0.168485,0.336697
10829.27,0.189697,0.327732
10829.71,0.215151,0.299411
10830.15,0.22303,0.293477
10830.59,0.231515,0.285235
10831.03,0.246061,0.276883
10831.47,0.253333,0.283026
10831.91,0.243637,0.305934
10832.35,0.229091,0.338865
10832.79,0.217576,0.364251
10833.23,0.205455,0.385837
10833.67,0.195758,0.404902
10834.11,0.181818,0.439445
10834.55,0.167273,0.488418
10835,0.157576,0.534042
10835.44,0.157576,0.537134
10835.88,0.175151,0.497525
10836.32,0.195758,0.461653
10836.76,0.212727,0.43176
10837.2,0.193333,0.473469
10837.64,0.186061,0.483144
10838.08,0.193333,0.484804
10838.52,0.195758,0.52881
10838.96,0.195758,0.50871
10839.4,0.207879,0.500591
10839.84,0.22,0.492654
10840.28,0.217576,0.526101
10840.72,0.242424,0.487481
10841.17,0.246667,0.482861
10841.61,0.250909,0.465467
10842.05,0.250909,0.442204
10842.49,0.248485,0.438365
10842.93,0.243637,0.448242
10843.37,0.255758,0.43259
10843.81,0.249697,0.439173
10844.25,0.232727,0.473973
10844.69,0.22,0.49819
10845.13,0.22,0.499636
10845.57,0.215151,0.526007
10846.01,0.20303,0.570386
10846.46,0.200606,0.594948
10846.9,0.205455,0.601399
10847.34,0.195758,0.639575
10847.78,0.191515,0.674135
10850.42,0.180587,0.659374
10850.86,0.226076,0.640222
10851.3,0.253333,0.619989
10851.74,0.258182,0.600258
10857.03,0.270303,0.668303
10857.47,0.265455,0.688445
