Depth,Porosity,Saturation 
10319.84,0.21715,0.242381
10320.29,0.223423,0.247118
10320.74,0.210203,0.263394
10321.19,0.208973,0.261838
10321.63,0.205763,0.254274
10322.08,0.214661,0.25327
10322.53,0.215435,0.24592
10322.98,0.217651,0.225205
10323.43,0.221456,0.210869
10323.87,0.227712,0.209088
10324.32,0.213035,0.220762
10324.77,0.223738,0.217212
10325.22,0.221898,0.220967
10325.67,0.210779,0.229291
10326.12,0.196162,0.226108
10326.56,0.20962,0.206941
10327.01,0.216201,0.189259
10327.46,0.217631,0.180895
10327.91,0.220963,0.168565
10328.36,0.216795,0.162717
10328.8,0.214709,0.170386
10329.25,0.212227,0.178057
10329.7,0.196964,0.196608
10330.15,0.188462,0.21789
10330.6,0.204527,0.219562
10331.05,0.21946,0.217251
10331.49,0.22788,0.216284
10331.94,0.233245,0.215774
10332.39,0.244292,0.209868
10332.84,0.260794,0.204019
10333.29,0.253235,0.208148
10333.74,0.248716,0.207373
10334.19,0.237736,0.210904
10334.63,0.239737,0.188398
10335.08,0.244886,0.148886
10335.53,0.253294,0.130484
10335.98,0.25932,0.10674
10336.43,0.262867,0.094968
10336.88,0.277242,0.087152
10337.33,0.276012,0.088833
10337.77,0.27726,0.091602
10338.22,0.276651,0.096624
10338.67,0.289209,0.090613
10339.12,0.287643,0.086662
10339.57,0.292502,0.081758
10340.02,0.290518,0.08337
10340.47,0.290303,0.083671
10340.91,0.29697,0.079614
10341.36,0.291515,0.078996
10341.81,0.286061,0.079648
10342.26,0.27697,0.079654
10342.71,0.286061,0.071803
10343.16,0.29088,0.06645
10343.61,0.290437,0.062556
10344.06,0.284143,0.06068
10344.5,0.264215,0.061432
10344.95,0.247347,0.064636
10345.4,0.23283,0.068632
10345.85,0.229813,0.069608
10346.3,0.243173,0.06675
10346.75,0.252581,0.065118
10347.2,0.252701,0.063904
10347.65,0.251682,0.061448
10348.1,0.256518,0.058186
10348.55,0.263197,0.055848
10349,0.278788,0.052669
10349.44,0.289091,0.050142
10349.89,0.293333,0.049299
10350.34,0.293333,0.049377
10350.79,0.280215,0.052044
10351.24,0.274822,0.053635
10351.69,0.272052,0.05502
10352.14,0.277345,0.053375
10352.59,0.278621,0.052052
10353.04,0.284358,0.051891
10353.49,0.285094,0.052623
10353.94,0.281818,0.053709
10354.38,0.286667,0.053362
10354.83,0.28415,0.053848
10355.28,0.277835,0.054392
10355.73,0.273287,0.054061
10356.18,0.266804,0.055294
10356.63,0.269276,0.05494
10357.08,0.281487,0.05357
10357.53,0.276364,0.057928
10357.98,0.276364,0.060514
10358.43,0.281212,0.059973
10358.88,0.284243,0.058727
10359.33,0.283637,0.05911
10359.78,0.276364,0.062887
10360.23,0.279337,0.063381
10360.68,0.298182,0.058316
10361.13,0.300606,0.058249
10361.58,0.296364,0.060373
10362.02,0.293333,0.062115
10362.47,0.293333,0.062289
10362.92,0.291515,0.063635
10363.37,0.281212,0.068103
10363.82,0.28,0.068879
10364.27,0.28456,0.068029
10364.72,0.26773,0.071705
10365.17,0.244739,0.079129
10365.62,0.229858,0.086925
10366.07,0.221159,0.097107
10366.52,0.216973,0.112044
10366.97,0.223827,0.134937
10367.42,0.238328,0.155931
10367.87,0.238922,0.17371
10368.32,0.250006,0.17461
10368.77,0.25953,0.174686
10369.22,0.249519,0.178582
10369.67,0.237445,0.186813
10370.12,0.251721,0.178491
10370.57,0.244449,0.186653
10371.02,0.240207,0.183456
10371.47,0.233301,0.183092
10371.92,0.228389,0.183588
10372.37,0.231981,0.179157
10372.82,0.224242,0.183636
10373.27,0.208527,0.19799
10373.72,0.211019,0.195665
10374.17,0.216995,0.190469
10374.62,0.225728,0.187827
10375.07,0.237293,0.176867
10375.52,0.238346,0.164698
10375.97,0.249767,0.155396
10376.42,0.264999,0.144205
10376.87,0.278633,0.126184
10377.32,0.290582,0.111157
10377.77,0.294047,0.097173
10378.22,0.287698,0.085751
10378.67,0.291679,0.072972
10379.12,0.28454,0.072249
10379.57,0.277468,0.082513
10380.02,0.26791,0.099132
10380.47,0.257821,0.113085
10380.92,0.257312,0.121499
10381.37,0.255522,0.123461
10381.82,0.259502,0.119271
10382.27,0.261421,0.118015
10382.72,0.261373,0.119784
10383.17,0.266773,0.12277
10383.62,0.266864,0.125912
10384.07,0.256443,0.133182
10384.52,0.243806,0.147474
10384.97,0.241915,0.15466
10385.42,0.241725,0.157799
10385.87,0.248249,0.159167
10386.32,0.24457,0.163683
10386.77,0.231209,0.173281
10387.22,0.232071,0.179086
10387.67,0.240736,0.180216
10388.13,0.25263,0.179733
10388.58,0.241936,0.192083
10389.03,0.228815,0.203275
10389.48,0.213051,0.21074
10389.93,0.216436,0.188082
10390.38,0.211509,0.194063
10390.83,0.225306,0.183052
10391.28,0.226782,0.186597
10391.73,0.231344,0.181182
10392.18,0.229984,0.186799
10392.63,0.232881,0.185195
10393.08,0.235556,0.182716
10393.53,0.245578,0.161555
10393.98,0.242273,0.140313
10394.43,0.254717,0.116566
10394.88,0.261913,0.098517
10395.34,0.263085,0.090959
10395.79,0.261589,0.092397
10396.24,0.264395,0.087908
10396.69,0.268574,0.075423
10397.14,0.266801,0.072405
10397.59,0.270137,0.066631
10398.04,0.271515,0.060855
10398.49,0.276364,0.054025
10398.94,0.274545,0.049782
10399.39,0.283637,0.045501
10399.84,0.284243,0.042961
10400.29,0.288485,0.040473
10400.75,0.28744,0.039924
10401.2,0.286499,0.039491
10401.65,0.274136,0.042039
10402.1,0.276593,0.040846
10402.55,0.285999,0.038174
10403,0.279523,0.038252
10403.45,0.279023,0.038117
10403.9,0.275512,0.040095
10404.35,0.270276,0.04249
10404.81,0.26527,0.044815
10405.26,0.264323,0.047666
10405.71,0.26724,0.048533
10406.16,0.280433,0.046721
10406.61,0.288478,0.045653
10407.06,0.281208,0.047566
10407.51,0.27828,0.04872
10407.96,0.273599,0.05092
10408.42,0.270192,0.054067
10408.87,0.269546,0.056278
10409.32,0.273907,0.057677
10409.77,0.27445,0.060253
10410.22,0.272646,0.062874
10410.67,0.274069,0.063552
10411.12,0.269528,0.068927
10411.56,0.271785,0.070555
10412.01,0.283598,0.069276
10412.46,0.289217,0.069798
10412.91,0.292414,0.07004
10413.36,0.287273,0.07256
10413.81,0.281212,0.073364
10414.26,0.283637,0.071036
10414.71,0.279122,0.068653
10415.16,0.28304,0.064448
10415.61,0.28441,0.065058
10416.06,0.286061,0.066339
10416.51,0.281212,0.072607
10416.96,0.287273,0.077931
10417.41,0.288485,0.085263
10417.86,0.290909,0.090072
10418.31,0.288485,0.091598
10418.76,0.28716,0.084094
10419.21,0.275923,0.082758
10419.66,0.269388,0.082449
10420.11,0.265704,0.096558
10420.56,0.264911,0.100408
10421.01,0.253087,0.105174
10421.46,0.242849,0.109242
10421.91,0.245634,0.111204
10422.36,0.260336,0.100638
10422.81,0.270518,0.096666
10423.26,0.273588,0.097575
10423.71,0.271225,0.091655
10424.16,0.270839,0.082789
10424.61,0.279993,0.074837
10425.06,0.281205,0.06922
10425.51,0.289088,0.068905
10425.96,0.281502,0.071188
10426.41,0.28303,0.070276
10426.86,0.292727,0.063262
10427.31,0.293333,0.062083
10427.76,0.289091,0.063952
10428.21,0.284849,0.067587
10428.66,0.276331,0.073555
10429.11,0.269807,0.082572
10429.56,0.263569,0.082577
10430.01,0.259762,0.082736
10430.46,0.251821,0.087037
10430.91,0.242723,0.091866
10431.36,0.24199,0.088634
10431.81,0.24828,0.091364
10432.26,0.260235,0.092714
10432.71,0.263569,0.11106
10433.16,0.269934,0.116074
10433.61,0.280685,0.115756
10434.06,0.28198,0.1185
10434.51,0.287483,0.107156
10434.96,0.269317,0.102101
10435.41,0.262071,0.100325
10435.86,0.270556,0.092434
10436.31,0.276872,0.093943
10436.76,0.285154,0.104871
10437.21,0.274108,0.125486
10437.66,0.26724,0.144146
10438.11,0.255843,0.157114
10438.56,0.240735,0.163817
10439.01,0.22619,0.172824
10439.46,0.216493,0.182348
10439.91,0.211637,0.175119
10440.36,0.209911,0.168131
10440.81,0.204518,0.185777
10441.26,0.192836,0.192859
10441.71,0.192883,0.199406
10442.16,0.201318,0.19228
10442.61,0.204968,0.184468
10443.06,0.206547,0.19871
10443.51,0.197777,0.203294
10443.96,0.187463,0.21389
10444.41,0.193988,0.21953
10444.86,0.187831,0.23018
10445.31,0.195453,0.233072
10445.76,0.18749,0.231051
10446.21,0.190315,0.218171
10446.66,0.179112,0.230112
10447.11,0.177425,0.239778
10447.56,0.18699,0.239024
10448.01,0.197829,0.238103
10448.46,0.203185,0.234605
10448.91,0.205689,0.230456
10449.36,0.203126,0.238926
10449.81,0.20126,0.222118
10450.26,0.192204,0.224262
10450.71,0.179727,0.227087
10451.16,0.173689,0.289952
10451.61,0.187729,0.263071
10452.06,0.194309,0.245582
10452.51,0.199182,0.246488
10452.96,0.212374,0.222964
10453.41,0.203243,0.235725
10453.86,0.211693,0.236513
10454.31,0.220575,0.234767
10454.76,0.224157,0.243709
10455.21,0.234686,0.215924
10455.66,0.234686,0.237438
10456.11,0.244635,0.235902
10456.56,0.235303,0.253056
10457.01,0.238186,0.254128
10457.46,0.242875,0.241375
10457.92,0.241368,0.239217
10458.37,0.224545,0.240254
10458.82,0.211592,0.237695
10459.27,0.193698,0.250404
10459.72,0.184636,0.251916
10460.17,0.184937,0.261879
10460.62,0.184951,0.239471
10461.07,0.172243,0.237949
10461.52,0.16488,0.255142
10461.97,0.173001,0.265573
10462.42,0.169403,0.269368
10462.87,0.181238,0.247291
10463.32,0.179428,0.243963
10463.77,0.190362,0.248798
10464.22,0.198365,0.247329
10464.67,0.213092,0.24791
10465.12,0.225568,0.241848
10465.57,0.230038,0.231629
10466.02,0.236454,0.218503
10466.47,0.235972,0.198782
10466.92,0.227225,0.186733
10467.37,0.234542,0.176922
10467.82,0.234451,0.179394
10468.27,0.250278,0.172361
10468.72,0.254871,0.18067
10469.17,0.248627,0.183539
10469.63,0.246771,0.177278
10470.08,0.238364,0.179122
10470.53,0.241402,0.172927
10470.98,0.221265,0.182615
10471.43,0.223795,0.182416
10471.88,0.218786,0.180828
10472.33,0.236401,0.1777
10472.78,0.249396,0.173201
10473.23,0.251375,0.171722
10473.68,0.254485,0.175859
10474.13,0.252168,0.171406
10474.58,0.240298,0.169914
10475.03,0.227401,0.177412
10475.48,0.22468,0.169116
10475.93,0.224826,0.169927
10476.38,0.223497,0.181601
10476.83,0.226779,0.199832
10477.28,0.190654,0.208745
10477.73,0.189397,0.201305
10478.18,0.18954,0.191925
10478.63,0.199038,0.176353
10479.08,0.198402,0.179162
10479.54,0.210038,0.190601
10479.99,0.222513,0.199561
10480.44,0.232894,0.195403
10480.89,0.241529,0.195842
10481.34,0.256104,0.185766
10481.79,0.264305,0.176271
10482.24,0.251674,0.170004
10482.69,0.239487,0.172281
10483.14,0.222418,0.176701
10483.59,0.21537,0.170023
10484.04,0.226066,0.16251
10484.49,0.24078,0.161804
10484.94,0.240707,0.171669
10485.39,0.243579,0.171762
10485.84,0.243734,0.176159
10486.29,0.251103,0.16469
10486.74,0.262007,0.160686
10487.2,0.263337,0.163167
10487.65,0.266768,0.163212
10488.1,0.261508,0.168677
10488.55,0.257238,0.170064
10489,0.253386,0.17786
10489.45,0.243916,0.175456
10489.9,0.247357,0.1851
10490.35,0.247606,0.193339
10490.8,0.249655,0.194112
10491.25,0.255315,0.193253
10491.7,0.262417,0.201612
10492.15,0.241369,0.216548
10492.6,0.236058,0.216306
10493.05,0.238679,0.208867
10493.5,0.235244,0.204258
10493.96,0.229437,0.203654
10494.41,0.209491,0.211514
10494.86,0.20168,0.223158
10495.31,0.200399,0.223831
10495.76,0.215834,0.2094
10496.21,0.215408,0.204319
10496.66,0.226388,0.190937
10497.11,0.241673,0.180191
10497.56,0.246722,0.179557
10498.01,0.257024,0.169102
10498.46,0.261873,0.161217
10498.91,0.271593,0.144777
10499.36,0.285703,0.132781
10499.81,0.28622,0.129263
10500.26,0.28543,0.134773
10500.71,0.289695,0.135088
10501.17,0.286005,0.141105
10501.62,0.275851,0.150323
10502.07,0.264937,0.181365
10502.52,0.257438,0.204091
10502.97,0.24689,0.235905
10503.42,0.25153,0.250784
10503.87,0.264662,0.257722
10504.32,0.26371,0.263322
10504.77,0.261264,0.273575
10505.22,0.259615,0.279388
10505.67,0.258729,0.302701
10506.12,0.264402,0.288658
10506.57,0.253771,0.303592
10507.02,0.245251,0.281918
10507.47,0.239181,0.289127
10507.92,0.228519,0.314673
10508.38,0.218518,0.326796
10508.83,0.225745,0.320926
10509.28,0.234613,0.307554
10509.73,0.245291,0.30078
10510.18,0.261353,0.307787
10510.63,0.278929,0.282776
10511.08,0.291739,0.263335
10511.53,0.294355,0.257471
10511.98,0.295092,0.267258
10512.43,0.292055,0.268217
10512.88,0.295204,0.260782
10513.33,0.298483,0.266262
10513.78,0.299202,0.270922
10514.23,0.296903,0.26709
10514.68,0.28939,0.27729
10515.13,0.289084,0.2695
10515.58,0.288891,0.258204
10516.04,0.281207,0.256197
10516.49,0.269656,0.252986
10516.94,0.265873,0.262844
10517.39,0.26632,0.271177
10517.84,0.272121,0.29731
10518.29,0.274545,0.283137
10518.74,0.281089,0.264827
10519.19,0.281303,0.264912
10519.64,0.282922,0.269397
10520.09,0.28303,0.273197
10520.54,0.288485,0.26654
10520.99,0.290909,0.265529
10521.44,0.27697,0.281665
10521.89,0.276364,0.278139
10522.34,0.291656,0.258719
10522.79,0.294798,0.26389
10523.25,0.306919,0.26496
10523.7,0.314789,0.241535
10524.15,0.312837,0.251053
10524.6,0.310897,0.257045
10525.05,0.31492,0.248774
10525.5,0.315828,0.231855
10525.95,0.306067,0.238695
10526.4,0.296027,0.235434
10526.85,0.289373,0.236337
10527.3,0.291264,0.24254
10527.75,0.281212,0.266155
10528.2,0.290909,0.268233
10528.65,0.291515,0.27454
10529.1,0.298788,0.273445
10529.55,0.307879,0.274812
10530,0.319394,0.263307
10530.45,0.333531,0.24593
10530.9,0.320604,0.242351
10531.36,0.309507,0.237476
10531.81,0.299313,0.2449
10532.26,0.290828,0.249563
10532.71,0.285769,0.253985
10533.16,0.272407,0.265916
10533.61,0.256395,0.282461
10534.06,0.255615,0.27108
10534.51,0.247898,0.256035
10534.96,0.247455,0.252624
10535.41,0.249723,0.249798
10535.86,0.247823,0.25939
10536.31,0.250267,0.269682
10536.76,0.252901,0.260344
10537.21,0.256545,0.251336
10537.66,0.244168,0.278034
10538.11,0.243043,0.290105
10538.56,0.249116,0.277434
10539.01,0.246546,0.278066
10539.46,0.242899,0.281766
10539.92,0.246154,0.27545
10540.37,0.241912,0.2631
10540.82,0.237063,0.250627
10541.27,0.22676,0.258714
10541.72,0.231777,0.249507
10542.17,0.228666,0.255134
10542.62,0.219644,0.264609
10543.07,0.207766,0.261314
10543.52,0.209275,0.24176
10543.97,0.220981,0.239698
10544.42,0.227775,0.22762
10544.87,0.238681,0.210215
10545.32,0.247939,0.19586
10545.77,0.252752,0.175799
10546.22,0.251696,0.171192
10546.67,0.253675,0.157794
10547.12,0.257127,0.157656
10547.57,0.259963,0.147055
10548.02,0.264116,0.136488
10548.47,0.270634,0.129741
10548.92,0.268017,0.129854
10549.38,0.268179,0.123191
10549.83,0.26905,0.11441
10550.28,0.270304,0.109047
10550.73,0.272239,0.10321
10551.18,0.270432,0.097514
10551.63,0.276493,0.09122
10552.08,0.278421,0.088962
10552.53,0.269832,0.090319
10552.98,0.270952,0.087932
10553.43,0.266535,0.088713
10553.88,0.265371,0.087862
10554.33,0.266948,0.088795
10554.78,0.266627,0.091238
10555.23,0.277244,0.088723
10555.68,0.270152,0.087682
10556.13,0.261196,0.085668
10556.58,0.267965,0.082899
10557.03,0.283903,0.0807
10557.48,0.286276,0.082838
10557.93,0.281154,0.085544
10558.38,0.287496,0.08017
10558.83,0.293323,0.074092
10559.29,0.299312,0.070017
10559.74,0.29825,0.06917
10560.19,0.287705,0.070684
10560.64,0.290285,0.067844
10561.09,0.292642,0.064201
10561.54,0.288008,0.062917
10561.99,0.290188,0.061791
10562.44,0.287088,0.063638
10562.89,0.293042,0.063128
10563.34,0.293905,0.063272
10563.79,0.298147,0.062352
10564.24,0.286026,0.066212
10564.69,0.279815,0.068027
10565.14,0.275368,0.068287
10565.59,0.271296,0.069182
10566.04,0.266385,0.070426
10566.49,0.274566,0.065871
10566.94,0.276333,0.064363
10567.39,0.277081,0.065501
10567.84,0.275516,0.067097
10568.29,0.267754,0.073095
10568.74,0.264672,0.075514
10569.19,0.262324,0.071248
10569.64,0.270691,0.064341
10570.09,0.280451,0.059114
10570.54,0.275318,0.058296
10571,0.270682,0.056172
10571.45,0.272498,0.055533
10571.9,0.276089,0.056743
10572.35,0.282148,0.055958
10572.8,0.288974,0.05146
10573.25,0.286116,0.053027
10573.7,0.286116,0.051771
10574.15,0.28854,0.04976
10574.6,0.281873,0.052454
10575.05,0.276419,0.055412
10575.5,0.275813,0.0567
10575.95,0.255341,0.06277
10576.4,0.260222,0.062342
10576.85,0.272704,0.058668
10577.3,0.290004,0.052938
10577.75,0.283102,0.053269
10578.2,0.28016,0.052137
10578.65,0.284172,0.050555
10579.1,0.28328,0.050754
10579.55,0.284716,0.051821
10580,0.291634,0.05282
10580.45,0.293646,0.052895
10580.9,0.294135,0.0521
10581.35,0.295627,0.052352
10581.8,0.298244,0.054705
10582.25,0.297712,0.056518
10582.7,0.303497,0.055929
10583.15,0.301279,0.056582
10583.61,0.289097,0.057111
10584.06,0.271717,0.059022
10584.51,0.261522,0.05658
10584.96,0.255501,0.054129
10585.41,0.250833,0.057196
10585.86,0.251395,0.059061
10586.31,0.255304,0.061754
10586.76,0.255596,0.066822
10587.21,0.252924,0.07256
10587.66,0.253074,0.077789
10588.11,0.257231,0.082828
10588.56,0.259556,0.082641
10589.01,0.256034,0.089622
10589.46,0.259562,0.094294
10589.91,0.241563,0.095494
10590.36,0.231716,0.100379
10590.81,0.230504,0.103004
10591.26,0.220807,0.111777
10591.71,0.218383,0.122031
10592.16,0.212928,0.134165
10592.61,0.205582,0.154407
10593.06,0.225016,0.160484
10593.51,0.239616,0.166032
10593.96,0.249906,0.171971
10594.42,0.254286,0.173423
10594.87,0.252738,0.171732
10595.32,0.259929,0.166481
10595.77,0.275253,0.15748
10596.22,0.289075,0.134518
10596.67,0.297017,0.124566
10597.12,0.293584,0.113159
10597.57,0.294354,0.091945
10598.02,0.293561,0.075892
10598.47,0.29176,0.063408
10598.92,0.289872,0.056654
10599.37,0.294475,0.051848
10599.82,0.290086,0.04846
10600.27,0.285801,0.047351
10600.72,0.277923,0.049845
10601.17,0.276104,0.052018
10601.62,0.275498,0.053653
10602.07,0.27227,0.055512
10602.52,0.258313,0.058897
10602.97,0.257861,0.060223
10603.43,0.257201,0.060372
10603.88,0.259097,0.055935
10604.33,0.255212,0.050572
10604.78,0.25476,0.049235
10605.23,0.25476,0.049123
10605.68,0.257184,0.049142
10606.13,0.255366,0.050259
10606.58,0.265312,0.05192
10607.03,0.276065,0.051763
10607.48,0.273641,0.05314
10607.93,0.266974,0.055763
10608.38,0.265342,0.058207
10608.83,0.273345,0.059929
10609.28,0.282505,0.060244
10609.73,0.287177,0.059713
10610.18,0.292542,0.060526
10610.63,0.30363,0.058923
10611.08,0.286212,0.064244
10611.54,0.282331,0.064269
10611.99,0.273431,0.065763
10612.44,0.26593,0.070302
10612.89,0.256456,0.072384
10613.34,0.249554,0.070786
10613.79,0.243754,0.073447
10614.24,0.247391,0.074127
10614.69,0.248265,0.080262
10615.14,0.247427,0.089139
10615.59,0.245521,0.102024
10616.04,0.244678,0.114213
10616.49,0.258914,0.105591
10616.94,0.274721,0.08787
10617.39,0.29539,0.077629
10617.84,0.294742,0.074456
10618.29,0.29267,0.070686
10618.75,0.30354,0.065539
10619.2,0.308489,0.064832
10619.65,0.308348,0.064931
10620.1,0.309451,0.064134
10620.55,0.304142,0.062663
10621,0.296725,0.063523
10621.45,0.293841,0.063653
10621.9,0.290218,0.061974
10622.35,0.287493,0.061124
10622.8,0.293612,0.058247
10623.25,0.297129,0.05383
10623.7,0.304608,0.051131
10624.15,0.296515,0.051741
10624.6,0.28823,0.051364
10625.05,0.296505,0.048962
10625.51,0.303604,0.048957
10625.96,0.306099,0.050035
10626.41,0.312301,0.049768
10626.86,0.313946,0.049693
10627.31,0.311426,0.050711
10627.76,0.305847,0.052326
10628.21,0.299951,0.054788
10628.66,0.293823,0.056573
10629.11,0.296168,0.056356
10629.56,0.306697,0.053377
10630.01,0.303522,0.053441
10630.46,0.308609,0.051535
10630.91,0.310714,0.049679
10631.36,0.311953,0.050029
10631.82,0.310544,0.051336
10632.27,0.31373,0.052095
10632.72,0.31558,0.051715
10633.17,0.308862,0.052939
10633.62,0.315719,0.05004
10634.07,0.316248,0.049548
10634.52,0.315035,0.049524
10634.97,0.326563,0.048036
10635.42,0.323261,0.049133
10635.87,0.317044,0.052009
10636.32,0.321171,0.051391
10636.77,0.329544,0.049888
10637.22,0.334545,0.047312
10637.67,0.34,0.044973
10638.13,0.347614,0.043874
10638.58,0.349165,0.043892
10639.03,0.341732,0.044813
10639.48,0.341346,0.044727
10639.93,0.344188,0.044734
10640.38,0.339063,0.047313
10640.83,0.323968,0.048867
10641.28,0.316673,0.048875
10641.73,0.307472,0.050252
10642.18,0.301528,0.051503
10642.63,0.299413,0.052309
10643.08,0.299175,0.052297
10643.54,0.297288,0.050823
10643.99,0.302867,0.050544
10644.44,0.307815,0.050968
10644.89,0.304542,0.052994
10645.34,0.310538,0.052681
10645.79,0.315319,0.051215
10646.24,0.31395,0.050675
10646.69,0.309355,0.051444
10647.14,0.312555,0.051851
10647.59,0.310484,0.052501
10648.04,0.302228,0.053352
10648.5,0.315906,0.051652
10648.95,0.319478,0.049947
10649.4,0.315395,0.049698
10649.85,0.323024,0.048499
10650.3,0.318336,0.048964
10650.75,0.316461,0.047434
10651.2,0.315249,0.04809
10651.65,0.298885,0.051721
10652.1,0.295098,0.053188
10652.55,0.296666,0.053196
10653,0.291612,0.053702
10653.45,0.281396,0.056056
10653.91,0.281959,0.054397
10654.36,0.271576,0.056664
10654.81,0.266158,0.055865
10655.26,0.258885,0.057467
10655.71,0.258146,0.057236
10656.16,0.252785,0.061589
10656.61,0.254311,0.061827
10657.06,0.251948,0.062866
10657.51,0.236595,0.067977
10657.96,0.24299,0.061328
10658.41,0.248497,0.059598
10658.87,0.256332,0.060338
10659.32,0.257142,0.067006
10659.77,0.253866,0.074169
10660.22,0.255151,0.080102
10660.67,0.26,0.086196
10661.12,0.256513,0.098385
10661.57,0.250777,0.108752
10662.02,0.2562,0.110503
10662.47,0.25317,0.112863
10662.92,0.251558,0.111037
10663.37,0.243653,0.115307
10663.83,0.243598,0.116732
10664.28,0.243782,0.117565
10664.73,0.246559,0.112028
10665.18,0.273189,0.087154
10665.63,0.280513,0.075428
10666.08,0.279362,0.07545
10666.53,0.265083,0.074426
10666.98,0.262993,0.068761
10667.43,0.259359,0.063413
10667.88,0.259359,0.057835
10668.33,0.25235,0.056678
10668.78,0.241046,0.059602
10669.24,0.247872,0.057252
10669.69,0.258781,0.054323
10670.14,0.261306,0.053017
10670.59,0.25346,0.053518
10671.04,0.24559,0.05587
10671.49,0.257204,0.057677
10671.94,0.275041,0.055017
10672.39,0.286061,0.05287
10672.84,0.276364,0.054665
10673.29,0.26,0.05853
10673.75,0.256364,0.058918
10674.2,0.250303,0.060005
10674.65,0.251515,0.058629
10675.1,0.256627,0.054434
10675.55,0.259458,0.053944
10676,0.264848,0.052316
10676.45,0.255758,0.056612
10676.9,0.258788,0.058362
10677.35,0.261212,0.059767
10677.81,0.261212,0.06238
10678.26,0.253939,0.068074
10678.71,0.256364,0.06791
10679.16,0.250909,0.069598
10679.61,0.247879,0.071948
10680.06,0.252727,0.069591
10680.51,0.254545,0.068732
