Depth,Porosity,Saturation 
10083.98,0.164677,0.378838
10086.37,0.150131,0.434234
10086.84,0.171654,0.415333
10087.32,0.187598,0.396705
10087.8,0.180476,0.417932
10088.27,0.165325,0.450402
10093.04,0.185454,0.463085
10093.52,0.203636,0.421496
10094,0.187273,0.506065
10115.92,0.169631,0.678016
10116.4,0.195889,0.637016
10116.87,0.207459,0.620073
10117.35,0.205004,0.59629
10117.83,0.199587,0.565973
10118.3,0.200722,0.530656
10118.78,0.214324,0.484146
10119.25,0.20666,0.468163
10119.73,0.2093,0.472216
10120.21,0.211961,0.494338
10120.68,0.212753,0.540395
10121.16,0.20465,0.611101
10121.64,0.203685,0.642173
10122.11,0.187321,0.651241
10124.49,0.19217,0.617818
10124.97,0.236314,0.547881
10125.45,0.242923,0.546736
10125.92,0.228684,0.595573
10141.63,0.240606,0.689066
10142.11,0.244243,0.655071
10142.58,0.247273,0.644297
10143.06,0.242424,0.676978
10178.25,0.200434,0.692557
10178.72,0.223702,0.668427
10179.2,0.236412,0.666454
10179.67,0.249792,0.666356
10180.15,0.267848,0.649038
10180.62,0.295956,0.60369
10181.1,0.322017,0.54884
10181.57,0.327168,0.531952
10182.05,0.32162,0.535886
10182.52,0.29174,0.570138
10183,0.248313,0.604898
10210.05,0.165386,0.681269
10220.96,0.174824,0.697101
10221.43,0.184826,0.679623
10221.9,0.184826,0.679623
10271.06,0.203923,0.509439
10271.53,0.24317,0.392668
10272,0.268356,0.311895
10272.47,0.27477,0.279911
10272.95,0.263861,0.27606
10273.42,0.236192,0.276568
10273.89,0.238658,0.275228
10274.36,0.247412,0.267991
10274.83,0.254914,0.256088
10275.3,0.25381,0.249595
10275.77,0.268103,0.245691
10276.25,0.264897,0.243339
10276.72,0.259235,0.244772
10277.19,0.251991,0.248667
10277.66,0.250131,0.24487
10278.13,0.261625,0.242076
10278.6,0.271134,0.236844
10279.07,0.272998,0.237974
10279.54,0.288349,0.225439
10280.02,0.29744,0.216776
10280.49,0.293804,0.220009
10280.96,0.286531,0.223387
10281.43,0.29506,0.216543
10281.9,0.309697,0.20297
10282.37,0.309697,0.2011
10282.84,0.307879,0.203741
10283.32,0.304243,0.208236
10283.79,0.305455,0.207362
10284.26,0.303501,0.20436
10284.73,0.295544,0.202244
10285.2,0.288533,0.195277
10285.67,0.283079,0.197887
10286.14,0.2752,0.202919
10286.62,0.275093,0.202343
10287.09,0.267412,0.209929
10287.56,0.253768,0.213825
10288.04,0.256798,0.216383
10288.51,0.269836,0.214888
10288.98,0.276503,0.209867
10289.45,0.274084,0.20899
10289.93,0.267143,0.214834
10290.4,0.264677,0.214614
10290.87,0.259828,0.219657
10291.35,0.261646,0.218948
10291.82,0.249975,0.220058
10292.29,0.256642,0.216915
10292.76,0.259066,0.215752
10293.24,0.257553,0.224583
10293.71,0.259166,0.232842
10294.18,0.27217,0.234721
10294.65,0.279618,0.235417
10295.13,0.268018,0.240478
10295.6,0.26252,0.240444
10296.07,0.245127,0.248187
10296.54,0.208332,0.260175
10297.02,0.184746,0.265555
10297.49,0.155758,0.264046
10297.96,0.17036,0.269581
10298.44,0.180955,0.285878
10298.91,0.176107,0.30909
10299.38,0.153333,0.322572
10299.85,0.154546,0.326544
10302.69,0.150909,0.355789
10303.16,0.189046,0.359749
10305.05,0.151515,0.291092
10305.52,0.171864,0.268175
10305.99,0.16641,0.261688
10306.47,0.18882,0.248773
10306.94,0.215744,0.225089
10307.41,0.242703,0.210225
10307.88,0.243333,0.202458
10308.35,0.250887,0.198405
10308.83,0.251493,0.196937
10309.3,0.270352,0.197169
10309.77,0.267794,0.201369
10310.24,0.264467,0.208351
10310.71,0.258406,0.218573
10311.19,0.259533,0.220973
10311.66,0.265503,0.233369
10312.13,0.269921,0.246919
10312.6,0.269726,0.254521
10313.08,0.275897,0.254055
10313.55,0.249975,0.260249
10314.02,0.240108,0.271814
10314.49,0.236367,0.278198
10314.96,0.235349,0.277534
10315.43,0.233006,0.273747
10315.91,0.231454,0.26613
10316.38,0.238665,0.251818
10316.85,0.251833,0.233807
10317.32,0.261914,0.210204
10317.79,0.266259,0.19966
10318.27,0.274961,0.189738
10318.74,0.277576,0.185082
10319.21,0.265733,0.18733
10319.68,0.262078,0.18873
10320.15,0.258837,0.189524
10320.63,0.243507,0.194786
10321.1,0.246384,0.195224
10321.57,0.253472,0.191226
10322.04,0.262706,0.189694
10322.51,0.263835,0.187136
10322.98,0.272727,0.177846
10323.45,0.271515,0.172648
10323.93,0.252121,0.181906
10324.4,0.258182,0.174785
10324.87,0.292727,0.152807
10325.34,0.315758,0.141187
10325.81,0.324848,0.138215
10326.28,0.323636,0.140921
10326.75,0.329697,0.141091
10327.23,0.336364,0.141428
10327.7,0.351986,0.136028
10328.17,0.352926,0.137647
10328.64,0.339593,0.14765
10329.11,0.306865,0.166653
10329.58,0.276036,0.18508
10330.06,0.279673,0.182753
10330.53,0.282703,0.179237
10331,0.259012,0.185392
10331.47,0.253612,0.190654
10331.94,0.244581,0.199981
10332.41,0.236272,0.208516
10332.88,0.247879,0.199416
10333.35,0.261818,0.190575
10333.83,0.28303,0.175582
10334.3,0.299394,0.166209
10334.77,0.299394,0.166755
10335.24,0.286667,0.175063
10335.71,0.280606,0.177204
10336.18,0.281212,0.177444
10336.65,0.264757,0.18795
10337.12,0.248739,0.199262
10337.59,0.230168,0.213054
10338.07,0.210909,0.233131
10338.54,0.205455,0.236428
10339.01,0.213333,0.227984
10339.48,0.22303,0.222425
10339.95,0.22303,0.229218
10340.42,0.218788,0.236781
10340.89,0.214546,0.241536
10341.36,0.216364,0.228513
10341.83,0.221818,0.226712
10342.3,0.220606,0.237283
10342.78,0.221818,0.239058
10343.25,0.220606,0.245884
10343.72,0.218788,0.251589
10344.19,0.218182,0.247374
10344.66,0.220606,0.239817
10345.13,0.226667,0.230675
10345.6,0.230303,0.22865
10346.07,0.226667,0.232115
10346.54,0.226061,0.231064
10347.01,0.233333,0.218693
10347.48,0.230909,0.217136
10347.95,0.226667,0.219257
10348.42,0.235152,0.214171
10348.9,0.249091,0.207938
10349.37,0.256364,0.204846
10349.84,0.253939,0.20588
10350.31,0.249697,0.20949
10350.78,0.252727,0.208282
10351.25,0.253333,0.206093
10351.72,0.259394,0.200175
10352.19,0.261818,0.203415
10352.66,0.267879,0.202585
10353.13,0.269091,0.203513
10353.6,0.269091,0.202403
10354.07,0.264242,0.206067
10354.54,0.257485,0.210802
10355.01,0.260471,0.207985
10355.48,0.263501,0.210072
10355.95,0.264713,0.212764
10356.42,0.271515,0.210039
10356.89,0.27697,0.205108
10357.36,0.278788,0.203464
10357.83,0.280606,0.201052
10358.3,0.282424,0.201498
10358.77,0.281212,0.203317
10359.25,0.278788,0.20501
10359.72,0.274545,0.208026
10360.19,0.266531,0.204476
10360.66,0.265047,0.189094
10361.13,0.26929,0.173457
10361.6,0.280144,0.16347
10362.07,0.298182,0.153133
10362.54,0.298788,0.153786
10363.01,0.302939,0.153141
10363.48,0.302354,0.153263
10363.95,0.294824,0.152308
10364.42,0.289792,0.146472
10364.89,0.286156,0.154072
10365.36,0.283732,0.156656
10365.83,0.287013,0.149284
10366.3,0.28937,0.150867
10366.77,0.284944,0.151015
10367.24,0.274398,0.162824
10367.71,0.265325,0.166284
10368.18,0.268018,0.170129
10368.65,0.27226,0.1676
10369.12,0.258658,0.173222
10369.59,0.245931,0.181061
10370.06,0.249567,0.181342
10370.53,0.240278,0.179255
10371,0.23335,0.175731
10371.47,0.231532,0.17789
10371.94,0.238805,0.176223
10372.41,0.244866,0.172464
10372.88,0.253441,0.174058
10373.34,0.265127,0.174108
10373.81,0.256036,0.182364
10374.28,0.251188,0.189701
10374.75,0.26119,0.188613
10375.22,0.257562,0.193017
10375.69,0.262901,0.191399
10376.16,0.27174,0.185626
10376.63,0.291733,0.17648
10377.1,0.290303,0.183928
10377.57,0.288485,0.190171
10378.04,0.292727,0.186463
10378.51,0.292121,0.185232
10378.98,0.293333,0.175852
10379.45,0.30303,0.16755
10379.92,0.294195,0.174991
10380.39,0.285127,0.174319
10380.86,0.280382,0.180219
10381.33,0.278277,0.184469
10381.8,0.273072,0.185603
10382.27,0.269921,0.187039
10382.74,0.268103,0.190141
10383.21,0.263989,0.200632
10383.67,0.271912,0.202847
10384.14,0.284713,0.191626
10384.61,0.287273,0.181227
10385.08,0.280606,0.182334
10385.55,0.28,0.179779
10386.02,0.290303,0.178464
10386.49,0.292727,0.181685
10386.96,0.295758,0.181962
10387.43,0.295758,0.182899
10387.9,0.298182,0.178947
10388.37,0.297576,0.175793
10388.84,0.291515,0.179672
10389.31,0.292727,0.182463
10389.78,0.286061,0.192338
10390.25,0.286061,0.194837
10390.72,0.287879,0.194727
10391.19,0.284849,0.190426
10391.66,0.287879,0.179087
10392.12,0.284849,0.173964
10392.59,0.283637,0.174856
10393.06,0.278788,0.18085
10393.53,0.281212,0.182794
10394,0.288485,0.179706
10394.47,0.290303,0.180264
10394.94,0.288485,0.185739
10395.41,0.281818,0.197837
10395.88,0.281212,0.202726
10396.35,0.281818,0.200275
10396.82,0.278788,0.197044
10397.29,0.283637,0.192741
10397.76,0.287273,0.192431
10398.23,0.291515,0.19458
10398.7,0.293333,0.200334
10399.17,0.286061,0.213411
10399.63,0.28,0.22344
10400.1,0.287239,0.22165
10400.57,0.284713,0.228589
10401.04,0.273006,0.248215
10401.51,0.277955,0.264352
10401.98,0.270398,0.294292
10402.45,0.259776,0.321811
10402.92,0.260225,0.325027
10403.39,0.225783,0.323687
10403.86,0.197683,0.318586
10404.33,0.173355,0.268462
10404.8,0.19064,0.24333
10405.27,0.19893,0.23216
10405.74,0.198673,0.213617
10406.21,0.205157,0.2043
10406.68,0.221984,0.195398
10407.15,0.231842,0.194128
10407.62,0.246166,0.194496
10408.08,0.261636,0.189686
10408.55,0.251929,0.187514
10409.02,0.231414,0.184012
10409.49,0.213418,0.184129
10409.96,0.213685,0.18601
10410.43,0.203143,0.193105
10410.9,0.209232,0.195451
10411.37,0.218278,0.20113
10411.84,0.215865,0.212851
10412.31,0.200008,0.223764
10412.78,0.197886,0.235142
10413.25,0.181156,0.245457
10414.66,0.191791,0.240174
10415.13,0.238059,0.218699
10415.59,0.265009,0.202733
10416.06,0.281593,0.188627
10416.53,0.286142,0.181048
10417,0.273785,0.182957
10417.47,0.270266,0.181003
10417.94,0.25671,0.188035
10418.41,0.249052,0.191135
10418.88,0.243988,0.190952
10419.35,0.247103,0.187597
10419.82,0.257581,0.179976
10420.29,0.26631,0.172978
10420.76,0.260275,0.17552
10421.23,0.258327,0.175935
10421.7,0.260502,0.175554
10422.17,0.254964,0.18013
10422.63,0.244604,0.187047
10423.1,0.255806,0.186028
10423.57,0.254594,0.189518
10424.04,0.24914,0.196074
10424.51,0.242309,0.204906
10424.98,0.250736,0.207605
10425.45,0.24962,0.214955
10425.92,0.252657,0.21603
10426.39,0.258915,0.21645
10426.86,0.271549,0.21347
10427.33,0.270232,0.222542
10427.8,0.266947,0.233566
10428.27,0.270075,0.241134
10428.74,0.265723,0.258547
10429.21,0.268693,0.264921
10429.68,0.273645,0.258358
10430.14,0.262416,0.261976
10430.61,0.241243,0.275092
10431.08,0.21795,0.289699
10431.55,0.200143,0.299148
10436.25,0.161877,0.25693
10436.72,0.211661,0.256683
10437.18,0.228641,0.244178
10437.65,0.237778,0.261738
10438.12,0.246946,0.256516
10438.59,0.247552,0.2566
10439.06,0.243915,0.258244
10439.53,0.246339,0.255797
10440,0.246858,0.253613
10440.47,0.244932,0.250816
10440.94,0.22726,0.253132
10441.41,0.225322,0.262185
10441.88,0.229706,0.262244
10442.35,0.219993,0.264011
10442.82,0.217013,0.261008
10443.29,0.222635,0.259012
10443.76,0.210278,0.257522
10444.22,0.204071,0.249442
10444.69,0.218227,0.238155
10445.16,0.228923,0.231436
10445.63,0.221683,0.235793
10446.1,0.230386,0.233556
10446.57,0.244873,0.225212
10447.04,0.26,0.217133
10447.51,0.264242,0.216764
10447.98,0.261818,0.222727
10448.45,0.26303,0.225857
10448.92,0.261818,0.231267
10449.39,0.267879,0.230168
10449.86,0.267879,0.234287
10450.33,0.253333,0.253153
10450.79,0.245319,0.264773
10451.26,0.228379,0.276935
10451.73,0.209836,0.290368
10452.2,0.176381,0.280157
10452.67,0.161167,0.266647
10453.14,0.16844,0.251634
10453.61,0.172076,0.248051
10454.08,0.212828,0.247262
10454.55,0.227143,0.250212
10455.02,0.258047,0.245007
10455.49,0.251515,0.243913
10455.96,0.26,0.225273
10456.43,0.272727,0.20791
10456.9,0.271515,0.202989
10457.37,0.26835,0.193746
10457.83,0.27744,0.178162
10458.3,0.283501,0.165545
10458.77,0.289639,0.156573
10459.24,0.286865,0.15687
10459.71,0.280701,0.157446
10460.18,0.249525,0.164027
10460.65,0.237553,0.171242
10461.12,0.231343,0.186297
10461.59,0.24317,0.190301
10462.06,0.255853,0.194676
10462.53,0.245127,0.209147
10463,0.243915,0.215625
10463.47,0.239067,0.227901
10463.93,0.241683,0.24788
10464.4,0.247181,0.260414
10464.87,0.252071,0.269101
10465.34,0.245653,0.28353
10465.81,0.234168,0.292411
10466.28,0.21684,0.303499
10466.75,0.193176,0.320837
10467.22,0.172108,0.32335
10471.44,0.17032,0.284446
10471.91,0.177572,0.284099
10472.38,0.207143,0.271525
10472.85,0.214677,0.268012
10473.32,0.229792,0.262236
10473.79,0.234012,0.268345
10474.26,0.239909,0.272972
10474.73,0.242424,0.276086
10475.2,0.240199,0.272809
10475.67,0.245319,0.27749
10476.13,0.240805,0.289637
10476.6,0.244381,0.297173
10477.07,0.244151,0.307386
10477.54,0.24,0.314749
10478.01,0.230909,0.330679
10478.48,0.232727,0.332378
10478.95,0.232121,0.341385
10479.42,0.228485,0.354348
10479.89,0.225455,0.357773
10480.36,0.232121,0.349942
10480.83,0.233939,0.348585
10481.3,0.241212,0.337367
10481.76,0.242424,0.333469
10482.23,0.241518,0.324922
10482.7,0.23044,0.31292
10483.17,0.236988,0.292973
10483.64,0.232626,0.265533
10484.11,0.220491,0.24302
10484.58,0.221338,0.229777
10485.05,0.229052,0.226894
10485.52,0.243403,0.244646
10485.99,0.250349,0.26731
10486.45,0.264474,0.273646
10486.92,0.263636,0.282389
10487.39,0.253333,0.294811
