Depth,Porosity,Saturation 
10525.92,0.277576,0.307353
10526.37,0.277576,0.31169
10526.82,0.262424,0.336223
10527.26,0.240606,0.376084
10527.71,0.243637,0.377706
10528.16,0.250909,0.37195
10528.61,0.25697,0.364188
10529.05,0.259394,0.360784
10529.5,0.252121,0.372229
10529.95,0.258182,0.362478
10530.39,0.264848,0.349426
10530.84,0.27697,0.329469
10531.29,0.278788,0.322753
10531.74,0.280606,0.317104
10532.18,0.263636,0.335606
10532.63,0.263636,0.334677
10533.08,0.267879,0.329376
10533.52,0.268485,0.330491
10533.97,0.26303,0.344021
10534.42,0.254545,0.365596
10534.87,0.260606,0.3652
10535.31,0.273334,0.353105
10535.76,0.272727,0.356887
10536.21,0.264848,0.367504
10536.65,0.251515,0.391344
10537.1,0.250303,0.399927
10537.55,0.25697,0.399485
10538,0.265455,0.398851
10538.44,0.268485,0.411301
10538.89,0.263636,0.438072
10539.34,0.252727,0.479328
10539.78,0.232121,0.542767
10540.23,0.225455,0.581161
10540.68,0.232121,0.580538
10541.12,0.234545,0.585892
10541.57,0.224849,0.625116
10542.02,0.227273,0.630687
10542.46,0.235758,0.616579
10542.91,0.234545,0.631999
10543.36,0.229697,0.64895
