X,Y
10628.757281553399, 4731.807692307692
10074.815533980582, 4766.096153846154
9174.660194174756, 4766.096153846154
7859.04854368932, 4800.384615384615
7132, 5006.115384615385
6681.922330097086, 5417.576923076924
6612.679611650485, 5897.615384615386
6647.300970873786, 6343.365384615385
6751.165048543689, 6720.538461538462
6993.514563106797, 7303.4423076923085
7132, 7577.750000000001
7408.9708737864075, 8126.365384615385
7720.563106796117, 8777.846153846156
8170.640776699029, 9600.769230769232
8516.85436893204, 10217.961538461539
8863.067961165048, 10560.846153846154
9140.038834951456, 10938.019230769232
9347.766990291262, 11349.480769230771
9797.844660194174, 11898.096153846156
9970.95145631068, 12618.153846153848
10074.815533980582, 12961.038461538465
10317.16504854369, 13063.90384615385
10490.271844660194, 13201.057692307693
10628.757281553399, 13612.519230769232
10871.106796116504, 14023.980769230771
11390.427184466018, 14435.44230769231
11978.990291262135, 14744.038461538463
12290.582524271846, 15258.365384615385
12429.067961165048, 15395.519230769234
12567.553398058253, 15326.942307692309
13502.330097087377, 15704.115384615387
13813.922330097086, 15704.115384615387
14437.106796116504, 15635.538461538463
15025.669902912623, 15395.519230769234
15129.533980582522, 15121.21153846154
15337.262135922329, 14675.461538461539
15475.747572815531, 14264.000000000002
15683.475728155337, 13681.096153846156
15821.961165048544, 13235.346153846154
15925.825242718447, 12412.423076923078
16064.31067961165, 11555.211538461539
16168.174757281553, 11075.173076923078
16272.038834951456, 10698
16583.631067961163, 10320.826923076924
17102.95145631068, 9326.461538461539
17483.786407766987, 8469.25
17553.029126213594, 8023.5
17553.029126213594, 7337.73076923077
17449.16504854369, 6206.211538461539
17345.300970873788, 4834.673076923077
17345.300970873788, 4628.942307692308
16964.46601941748, 4251.7692307692305
16479.76699029126, 4148.903846153846
15683.475728155337, 4183.192307692308
15164.155339805826, 4217.4807692307695
14367.864077669903, 4286.057692307692
13225.35922330097, 4354.634615384615
13225.35922330097, 4354.634615384615
12498.31067961165, 4491.788461538461
11667.398058252425, 4628.942307692308
11251.941747572815, 4697.519230769231
