X,Y
10801.864077669901, 6926.269230769231
10247.922330097086, 6857.6923076923085
9140.038834951456, 6651.961538461538
8724.582524271844, 6480.519230769231
8066.776699029126, 6411.942307692308
8032.155339805826, 6686.25
8136.019417475727, 7063.423076923077
8274.504854368932, 7440.596153846155
8516.85436893204, 7989.211538461539
8689.961165048542, 8332.096153846154
9001.553398058253, 8880.711538461539
9417.009708737864, 9600.769230769232
9832.466019417476, 10183.673076923078
10178.679611650485, 10663.71153846154
10351.786407766991, 10732.288461538463
10524.893203883496, 10629.423076923078
10421.029126213592, 10252.250000000002
10317.16504854369, 9669.346153846154
10455.650485436894, 9497.903846153846
10663.378640776698, 9497.903846153846
10836.485436893205, 9737.923076923078
11009.59223300971, 10080.807692307693
11044.213592233009, 10320.826923076924
10974.970873786408, 10629.423076923078
10940.349514563108, 10938.019230769232
11009.59223300971, 11315.192307692309
11182.699029126212, 11623.788461538463
11321.184466019418, 12000.96153846154
11563.533980582522, 12515.288461538463
11736.640776699029, 12892.46153846154
12325.203883495145, 13235.346153846154
13086.873786407767, 13646.807692307695
13329.223300970873, 13441.076923076926
13467.708737864077, 13029.615384615385
13467.708737864077, 12549.576923076924
13467.708737864077, 12103.826923076926
13536.951456310679, 11520.923076923078
13640.815533980583, 11006.596153846156
13779.300970873786, 10149.384615384617
13779.300970873786, 9566.480769230771
13883.16504854369, 8812.134615384615
14229.3786407767, 7954.923076923076
14402.485436893201, 7337.73076923077
14471.728155339804, 6583.384615384616
14264, 6069.057692307692
13848.54368932039, 5863.326923076923
13329.223300970873, 5897.615384615386
12913.766990291262, 6171.923076923078
12498.31067961165, 6549.096153846154
12082.85436893204, 6754.826923076924
