X,Y
10697.999999999998, 3908.8846153846152
10282.543689320388, 3943.173076923077
9763.223300970874, 3943.173076923077
8793.825242718447, 3943.173076923077
8170.640776699029, 4011.75
7582.077669902912, 4217.4807692307695
6889.650485436894, 4560.365384615385
6266.466019417476, 4834.673076923077
6127.980582524272, 5246.134615384616
6162.601941747574, 5794.750000000001
6439.57281553398, 6651.961538461538
6716.543689320388, 7474.884615384617
6924.271844660194, 7954.923076923076
7235.864077669903, 8640.692307692309
7478.213592233011, 9155.01923076923
7962.912621359224, 10046.519230769232
8239.88349514563, 10492.269230769232
8586.097087378641, 10938.019230769232
8966.932038834952, 11418.057692307693
9278.52427184466, 11829.519230769232
9555.495145631066, 12481.000000000002
9624.73786407767, 12892.46153846154
9659.35922330097, 13132.48076923077
9901.708737864077, 13441.076923076926
10213.300970873786, 14092.557692307693
10455.650485436894, 14675.461538461539
10594.135922330095, 14984.057692307695
10732.621359223302, 15121.21153846154
11113.456310679612, 15292.65384615385
11528.912621359223, 15326.942307692309
12463.689320388348, 16184.15384615385
12913.766990291262, 16458.46153846154
14783.320388349513, 16527.03846153847
15752.71844660194, 16424.173076923078
16064.31067961165, 16184.15384615385
16272.038834951456, 15601.250000000002
16722.11650485437, 14435.44230769231
16860.601941747576, 13989.692307692309
16791.35922330097, 13441.076923076926
16825.980582524273, 13166.769230769232
16895.223300970873, 12343.846153846154
17033.70873786408, 11452.346153846156
17276.05825242718, 10766.576923076924
17587.65048543689, 10286.538461538463
17864.621359223303, 9772.211538461539
18245.456310679612, 8949.288461538463
18383.94174757281, 8057.788461538463
18487.805825242714, 7337.73076923077
18695.53398058252, 6446.2307692307695
18695.53398058252, 5486.153846153847
18764.776699029127, 4526.076923076924
18799.398058252424, 4286.057692307692
18868.64077669903, 4011.75
18695.53398058252, 3771.7307692307695
18141.59223300971, 3703.1538461538466
17795.378640776697, 3600.288461538461
17414.543689320388, 3325.980769230769
17033.70873786408, 3291.6923076923076
16029.68932038835, 3428.8461538461534
15302.640776699029, 3497.4230769230767
14471.728155339804, 3463.1346153846157
13467.708737864077, 3497.4230769230767
12775.28155339806, 3703.1538461538466
12221.339805825242, 3771.7307692307695
11736.640776699029, 3771.7307692307695
10732.621359223302, 3908.8846153846152
