X,Y
9970.95145631068, 5177.557692307692
9001.553398058253, 5177.557692307692
8274.504854368932, 5108.9807692307695
7720.563106796117, 5108.9807692307695
7305.1067961165045, 5211.846153846154
6924.271844660194, 5520.442307692308
6785.786407766989, 5794.750000000001
6855.0291262135925, 6309.076923076923
7097.378640776698, 7063.423076923077
7305.1067961165045, 7440.596153846155
7512.834951456311, 7920.634615384617
7685.941747572815, 8332.096153846154
7893.669902912621, 8674.98076923077
8101.398058252427, 9052.153846153848
8343.747572815533, 9566.480769230771
8759.203883495145, 10217.961538461539
9243.902912621359, 10732.288461538463
9520.873786407767, 11280.903846153848
9936.330097087379, 11863.807692307693
10074.815533980582, 12378.134615384619
10386.40776699029, 12823.884615384617
10732.621359223302, 13132.48076923077
10974.970873786408, 13646.807692307695
11563.533980582522, 14126.846153846156
12013.611650485436, 14401.153846153846
12325.203883495145, 14949.769230769232
12740.660194174756, 15155.500000000002
13606.19417475728, 15395.519230769234
14298.6213592233, 15121.21153846154
14714.077669902914, 14949.769230769232
15129.533980582522, 14195.423076923078
15302.640776699029, 13441.076923076926
15371.883495145628, 12378.134615384619
15475.747572815531, 11349.480769230771
15406.504854368932, 10766.576923076924
15718.097087378641, 10012.23076923077
15856.582524271844, 9806.500000000002
16098.93203883495, 9703.634615384617
16756.737864077673, 8709.269230769232
16964.46601941748, 8126.365384615385
17033.70873786408, 7406.307692307692
16964.46601941748, 7029.134615384615
16791.35922330097, 6446.2307692307695
16722.11650485437, 5623.307692307692
16583.631067961163, 4971.826923076923
16098.93203883495, 4766.096153846154
15510.368932038835, 4800.384615384615
15025.669902912623, 4628.942307692308
14229.3786407767, 4663.2307692307695
13744.679611650487, 4697.519230769231
13156.11650485437, 4800.384615384615
12463.689320388348, 4903.25
11598.155339805826, 5074.6923076923085
