X,Y
9797.844660194174, 4354.634615384615
8482.233009708738, 4388.923076923077
8136.019417475727, 4388.923076923077
7720.563106796117, 4457.5
6924.271844660194, 4800.384615384615
6439.57281553398, 5177.557692307692
6335.708737864077, 5589.019230769231
6404.95145631068, 6034.769230769231
6578.058252427185, 6583.384615384616
6820.407766990291, 7303.4423076923085
7062.757281553399, 7783.4807692307695
7235.864077669903, 8297.807692307693
7547.456310679612, 8880.711538461539
7720.563106796117, 9052.153846153848
7859.04854368932, 9326.461538461539
8032.155339805826, 9703.634615384617
8170.640776699029, 9977.942307692309
8586.097087378641, 10526.557692307693
8932.31067961165, 11006.596153846156
9243.902912621359, 11418.057692307693
9693.980582524271, 12138.115384615387
9867.087378640777, 12755.307692307693
10247.922330097086, 13441.076923076926
10594.135922330095, 13955.403846153848
10663.378640776698, 14366.865384615387
10974.970873786408, 14812.615384615387
11598.155339805826, 14846.903846153848
12221.339805825242, 15464.096153846158
13086.873786407767, 15841.269230769232
13675.436893203883, 16115.576923076924
15198.776699029126, 16115.576923076924
15579.611650485434, 15498.384615384617
15787.339805825244, 14744.038461538463
16098.93203883495, 14161.134615384617
16237.417475728153, 13543.94230769231
16272.038834951456, 13098.192307692309
16375.902912621359, 12446.711538461539
16479.76699029126, 11760.942307692309
16618.252427184467, 11246.615384615387
16929.844660194176, 10595.134615384617
17449.16504854369, 9669.346153846154
17760.7572815534, 8846.423076923078
17933.864077669903, 8160.653846153848
18003.106796116503, 7474.884615384617
18072.34951456311, 6789.115384615385
18072.34951456311, 5657.596153846154
18037.728155339806, 4971.826923076923
18141.59223300971, 4526.076923076924
18037.728155339806, 4217.4807692307695
16999.087378640776, 3703.1538461538466
15718.097087378641, 3806.0192307692305
14852.563106796117, 3874.5961538461543
13710.058252427183, 3908.8846153846152
12671.417475728156, 4114.615384615385
11875.126213592232, 4251.7692307692305
