X,Y
10351.786407766991, 2845.9423076923076
9763.223300970874, 2914.5192307692305
9140.038834951456, 2983.096153846154
8655.339805825242, 3085.961538461538
8032.155339805826, 3223.1153846153848
7270.485436893203, 3497.4230769230767
6681.922330097086, 3840.3076923076924
6024.116504854369, 4080.326923076923
5504.796116504854, 4286.057692307692
5262.446601941747, 4560.365384615385
5123.961165048543, 4868.961538461539
5158.582524271845, 5143.2692307692305
5435.553398058253, 5486.153846153847
5781.766990291262, 5863.326923076923
5781.766990291262, 6446.2307692307695
5816.388349514564, 6926.269230769231
6093.35922330097, 7269.153846153847
6231.844660194174, 7440.596153846155
6301.087378640776, 7714.903846153846
6404.95145631068, 8057.788461538463
6578.058252427185, 8366.384615384617
6785.786407766989, 8709.269230769232
6958.8932038834955, 9052.153846153848
7339.728155339806, 9806.500000000002
7685.941747572815, 10492.269230769232
7928.291262135923, 10835.153846153848
8101.398058252427, 11006.596153846156
8378.368932038835, 11383.76923076923
8586.097087378641, 11692.365384615387
8724.582524271844, 11932.384615384617
8932.31067961165, 12275.26923076923
9105.417475728154, 13098.192307692309
9347.766990291262, 13955.403846153848
9693.980582524271, 14846.903846153848
9832.466019417476, 15326.942307692309
10178.679611650485, 15738.403846153848
10490.271844660194, 15909.846153846154
10732.621359223302, 16287.019230769232
11044.213592233009, 16698.480769230773
11736.640776699029, 17007.076923076922
12602.174757281553, 17247.096153846156
13571.57281553398, 17418.53846153846
15198.776699029126, 17418.53846153846
16306.660194174756, 17349.96153846154
16964.46601941748, 17075.65384615385
17345.300970873788, 16218.44230769231
17449.16504854369, 15601.250000000002
17553.029126213594, 14881.192307692309
17553.029126213594, 14366.865384615387
17622.271844660194, 13578.230769230771
17691.514563106794, 12721.019230769232
17830, 11932.384615384617
18349.320388349515, 10903.730769230771
18730.155339805824, 10217.961538461539
18903.262135922334, 9772.211538461539
19145.611650485436, 9223.596153846154
19353.339805825242, 8469.25
19491.82524271845, 8023.5
19526.446601941745, 7543.461538461539
19630.310679611648, 7132
19768.796116504855, 6754.826923076924
20080.388349514564, 6343.365384615385
20426.60194174757, 5966.192307692308
20980.543689320388, 5589.019230769231
21880.699029126212, 5177.557692307692
22434.64077669903, 4491.788461538461
22884.71844660194, 3771.7307692307695
23230.93203883495, 2983.096153846154
23265.553398058255, 2777.3653846153843
23161.689320388352, 2400.1923076923076
23300.17475728155, 1988.7307692307686
23369.417475728158, 1611.557692307692
23196.310679611648, 1131.5192307692303
22884.71844660194, 891.4999999999995
22607.747572815533, 822.9230769230765
22019.18446601942, 891.4999999999995
21569.106796116503, 1097.230769230769
20876.679611650485, 1405.8269230769226
19907.28155339806, 1988.7307692307686
19214.854368932036, 2263.0384615384614
18557.04854368932, 2331.6153846153843
17726.135922330097, 2434.480769230769
16999.087378640776, 2503.057692307692
15995.06796116505, 2640.2115384615386
15787.339805825244, 2605.9230769230767
15406.504854368932, 2434.480769230769
14956.42718446602, 2434.480769230769
14471.728155339804, 2400.1923076923076
13675.436893203883, 2468.7692307692305
13225.35922330097, 2503.057692307692
12740.660194174756, 2571.6346153846152
11771.262135922329, 2708.788461538462
11148.077669902912, 2743.076923076923
10386.40776699029, 2845.9423076923076
