X,Y
10732.621359223302, 7817.769230769232
10386.40776699029, 7886.346153846154
10213.300970873786, 8400.673076923078
10559.514563106795, 8640.692307692309
11113.456310679612, 8949.288461538463
11321.184466019418, 9223.596153846154
11528.912621359223, 9635.057692307693
11702.019417475729, 9909.365384615387
11909.747572815535, 10217.961538461539
11909.747572815535, 11418.057692307693
12186.718446601943, 11829.519230769232
12706.038834951456, 12103.826923076926
12844.524271844659, 11829.519230769232
12567.553398058253, 10972.307692307693
12498.31067961165, 10526.557692307693
12879.145631067962, 10252.250000000002
13017.631067961163, 9532.192307692309
12983.009708737864, 8983.576923076924
12983.009708737864, 8572.115384615385
12706.038834951456, 8092.076923076924
12463.689320388348, 7886.346153846154
11978.990291262135, 7817.769230769232
