X,Y
11321.184466019418, 6549.096153846154
10213.300970873786, 6377.653846153847
9243.902912621359, 6240.500000000001
8170.640776699029, 6034.769230769231
7651.320388349513, 6137.634615384616
7685.941747572815, 6754.826923076924
8066.776699029126, 7509.173076923077
8482.233009708738, 8332.096153846154
8863.067961165048, 9155.01923076923
9313.14563106796, 9875.076923076924
9867.087378640777, 10629.423076923078
10351.786407766991, 11280.903846153848
10732.621359223302, 11829.519230769232
11113.456310679612, 12652.442307692309
11598.155339805826, 13338.211538461539
12359.825242718445, 13715.384615384615
13225.35922330097, 14092.557692307693
13571.57281553398, 13818.25
13813.922330097086, 12823.884615384617
13813.922330097086, 11966.673076923078
13813.922330097086, 11658.076923076924
13987.02912621359, 10938.019230769232
14021.650485436892, 10286.538461538463
14056.271844660194, 9566.480769230771
14333.242718446603, 8709.269230769232
14644.83495145631, 7749.1923076923085
14956.42718446602, 7029.134615384615
15060.291262135923, 6514.807692307693
14748.699029126214, 5760.461538461539
14229.3786407767, 5554.7307692307695
13779.300970873786, 5623.307692307692
13259.980582524273, 5726.173076923077
12602.174757281553, 6000.4807692307695
11771.262135922329, 6446.2307692307695
11321.184466019418, 6549.096153846154
