,TVD,Thickness,Sw_In,por_In,Vsh_In
18,10631.25,0.5,0.3661842021174734,0.26104972375690605,0.11148418152280803
19,10631.75,0.5,0.30648839844727666,0.2756906077348067,0.12245436881929092
20,10632.25,0.5,0.3061272081453923,0.27348066298342544,0.18304643532103454
21,10632.75,0.5,0.35377147494307504,0.25690607734806636,0.2820532203888652
28,10636.25,0.5,0.43411864314592213,0.2273480662983424,0.2318060641683793
29,10636.75,0.5,0.340419289226704,0.2588397790055248,0.14830594752900028
30,10637.25,0.5,0.278554225280649,0.28342541436464097,0.06209875089270597
31,10637.75,0.5,0.23536854126358783,0.29226519337016565,0.0250074556140095
32,10638.25,0.5,0.2084147765685871,0.2911602209944751,0.008199980790596759
33,10638.75,0.5,0.19199648693463678,0.2867403314917128,0.0
34,10639.25,0.5,0.17502920038703207,0.2925414364640885,0.008199980790596759
35,10639.75,0.5,0.16775258593370396,0.29999999999999993,0.03405055272189476
36,10640.25,0.5,0.1768451707461297,0.29171270718232034,0.06609926050027488
37,10640.75,0.5,0.19414040923248801,0.2787292817679558,0.09478836057804342
38,10641.25,0.5,0.20446432927139918,0.2798342541436464,0.12125195006695344
39,10641.75,0.5,0.19982185979463896,0.2900552486187845,0.12245436881929092
40,10642.25,0.5,0.1933347541184298,0.29889502762430936,0.12245436881929092
41,10642.75,0.5,0.1853978919621699,0.2994475138121546,0.1334245561157738
42,10643.25,0.5,0.1713433529277565,0.2994475138121546,0.12245436881929092
43,10643.75,0.5,0.1536775303726974,0.2994475138121546,0.09107733556367806
44,10644.25,0.5,0.13723389033693656,0.29723756906077337,0.05939159424513887
45,10644.75,0.5,0.13189463411058255,0.30055248618784514,0.040863824266277576
46,10645.25,0.5,0.13741774652856958,0.30055248618784514,0.04265804675471074
47,10645.75,0.5,0.1496969738552944,0.29198895027624305,0.04827575635294522
48,10646.25,0.5,0.16367484743528188,0.2812154696132597,0.03923265924505996
49,10646.75,0.5,0.1736973151691442,0.2773480662983425,0.037615567802086726
50,10647.25,0.5,0.1788150264065087,0.2806629834254144,0.046658664909971975
51,10647.75,0.5,0.18162808260557933,0.2845303867403316,0.07268473484660797
52,10648.25,0.5,0.18598649742897388,0.2900552486187845,0.11354644097319687
53,10648.75,0.5,0.20905570618043193,0.2872928176795579,0.15703806151924718
54,10649.25,0.5,0.2294444152939435,0.2795580110497238,0.19823869797657853
55,10649.75,0.5,0.22999531627191427,0.28176795580110503,0.2242470717783659
56,10650.25,0.5,0.21886108197840137,0.28839779005524857,0.2613387229241417
57,10650.75,0.5,0.2044148223589139,0.28563535911602206,0.2613387229241417
58,10651.25,0.5,0.19734762815975132,0.28011049723756914,0.22808452478782676
59,10651.75,0.5,0.18647764511185116,0.28232044198895034,0.21476503898438618
60,10652.25,0.5,0.17273940935944657,0.28453038674033154,0.21829939004703683
61,10652.75,0.5,0.15355597310346403,0.2889502762430939,0.24561242648070764
62,10653.25,0.5,0.13374985657492972,0.29171270718232034,0.2753322735543719
63,10653.75,0.5,0.13230913506091493,0.28729281767955805,0.2900091313219881
64,10654.25,0.5,0.14468518751638101,0.28342541436464097,0.2753322735543719
65,10654.75,0.5,0.16292691702883508,0.28232044198895034,0.2333423793530849
66,10655.25,0.5,0.16975143435177212,0.28674033149171263,0.2060293429194141
67,10655.75,0.5,0.1614088660359575,0.2900552486187845,0.2480192371207011
68,10656.25,0.5,0.15341285989445225,0.28563535911602217,0.2753322735543719
69,10656.75,0.5,0.14210206245116014,0.28232044198895034,0.2606554157867557
70,10657.25,0.5,0.12599932272492614,0.28674033149171263,0.24845842478470898
71,10657.75,0.5,0.11021354522396301,0.29751381215469597,0.22101333869217737
72,10658.25,0.5,0.09886398051586463,0.30718232044198884,0.19320840526220653
73,10658.75,0.5,0.09252632428511567,0.30801104972375687,0.1736199037727455
74,10659.25,0.5,0.09116799381970345,0.3035911602209944,0.1615317585537312
75,10659.75,0.5,0.09602379449158166,0.29751381215469597,0.15647527648469195
76,10660.25,0.5,0.10265333329859497,0.29337016574585617,0.16856342170370625
77,10660.75,0.5,0.1054168668264516,0.2986187845303866,0.1590546579767668
78,10661.25,0.5,0.10939025717037572,0.30055248618784514,0.11402015058469975
79,10661.75,0.5,0.11698306043056966,0.29585635359116014,0.08764959635626993
80,10662.25,0.5,0.1279342853918496,0.2883977900552486,0.07769356508925074
81,10662.75,0.5,0.1441381175065929,0.2790055248618785,0.07067048960454808
82,10663.25,0.5,0.16696556873566398,0.27790055248618795,0.06118581673357204
83,10663.75,0.5,0.18915151566639765,0.27790055248618795,0.05170114386259599
84,10664.25,0.5,0.20237319416359564,0.27790055248618795,0.05170114386259599
85,10664.75,0.5,0.21788496378176375,0.28011049723756914,0.05170114386259599
86,10665.25,0.5,0.22162337749434932,0.27458563535911606,0.05170114386259599
87,10665.75,0.5,0.1930252784619606,0.27458563535911606,0.05170114386259599
88,10666.25,0.5,0.15526634147178076,0.28011049723756914,0.05170114386259599
89,10666.75,0.5,0.13487167666868324,0.2812154696132597,0.04265804675471074
90,10667.25,0.5,0.1334905932033035,0.2779005524861879,0.03361494964682549
91,10667.75,0.5,0.13936396982727434,0.2767955801104973,0.03361494964682549
92,10668.25,0.5,0.14485926344726052,0.28287292817679566,0.03361494964682549
93,10668.75,0.5,0.15860897785396832,0.2861878453038674,0.03361494964682549
94,10669.25,0.5,0.18523781889202656,0.28232044198895034,0.03361494964682549
95,10669.75,0.5,0.22047635166759344,0.2756906077348067,0.044904962887487285
96,10670.25,0.5,0.26345389740489045,0.26740331491712704,0.07338876413336777
97,10670.75,0.5,0.31945856368807357,0.24668508287292812,0.14830594752900028
98,10671.25,0.5,0.42541446421892665,0.21215469613259663,0.24099595481390274
133,10688.75,0.5,0.42579990016430463,0.22154696132596674,0.3396834402242762
134,10689.25,0.5,0.4209940964617326,0.2290055248618784,0.32082163415129084
135,10689.75,0.5,0.41643487962955555,0.23729281767955804,0.32082163415129084
136,10690.25,0.5,0.3977428628814866,0.25082872928176797,0.31575642162328554
137,10690.75,0.5,0.3657222463619272,0.2674033149171271,0.30381962178658284
138,10691.25,0.5,0.3553755534365054,0.2679558011049724,0.2788017251323205
139,10691.75,0.5,0.41241752822758554,0.2466850828729281,0.2907385249690233
143,10693.75,0.5,0.4376935522015116,0.24613259668508278,0.27219325619274143
144,10694.25,0.5,0.35133056172632804,0.26933701657458553,0.215665070587291
145,10694.75,0.5,0.30115018755404666,0.2831491712707182,0.17756855156648932
146,10695.25,0.5,0.29942463654344004,0.2867403314917128,0.13397972900375
147,10695.75,0.5,0.32328935533862274,0.28342541436464097,0.15875676222111107
