,TVD,Thickness,Sw_In,por_In,Vsh_In
9,10259.75,0.5,0.3903006930942909,0.21629834254143643,0.3657607270293267
10,10260.25,0.5,0.2914501541619767,0.23453038674033144,0.352681160128536
11,10260.75,0.5,0.2293493190180366,0.25303867403314917,0.34566799402146586
12,10261.25,0.5,0.2110872544904937,0.262707182320442,0.33972607709423935
13,10261.75,0.5,0.22015086439922427,0.25745856353591157,0.3282377899426583
14,10262.25,0.5,0.24306452302781117,0.2499999999999999,0.31023474058991085
15,10262.75,0.5,0.2677370851896808,0.24944751381215455,0.30779104259712353
16,10263.25,0.5,0.27614860590723533,0.25441988950276234,0.3257940919498709
17,10263.75,0.5,0.2865544521298331,0.2588397790055248,0.34812700288846343
18,10264.25,0.5,0.2930947291497151,0.2604972375690606,0.37707057777304753
19,10264.75,0.5,0.2799894836065435,0.2627071823204419,0.3992957383456243
20,10265.25,0.5,0.2659101244823745,0.2646408839779005,0.40948820389223883
21,10265.75,0.5,0.255182943903744,0.2643646408839778,0.40543992602197887
22,10266.25,0.5,0.24852639338196186,0.26104972375690605,0.38532536941879747
23,10266.75,0.5,0.2503662981513242,0.2593922651933701,0.3657607270293267
24,10267.25,0.5,0.26161298117648674,0.2632596685082872,0.33761672243777174
25,10267.75,0.5,0.2760185887069074,0.2682320441988949,0.3232396523148322
26,10268.25,0.5,0.29013755676300224,0.27071823204419887,0.33236217307837
27,10268.75,0.5,0.2886467472879271,0.2723756906077348,0.34295962935585866
28,10269.25,0.5,0.27458034129417197,0.2740331491712707,0.3371447558775565
29,10269.75,0.5,0.2682533383659329,0.2723756906077347,0.3135423878751465
30,10270.25,0.5,0.2821429093158412,0.2685082872928176,0.3066514305452947
31,10270.75,0.5,0.2998994856173561,0.26933701657458564,0.3258627838385308
32,10271.25,0.5,0.30846221930665535,0.2723756906077347,0.3479475471417982
33,10271.75,0.5,0.3157065065725683,0.27292817679557996,0.35611817569642296
34,10272.25,0.5,0.3206658134088208,0.27071823204419876,0.35611817569642296
35,10272.75,0.5,0.32526970538783834,0.2671270718232044,0.3201058605552489
36,10273.25,0.5,0.32934443219178644,0.2643646408839779,0.26480625409283665
37,10273.75,0.5,0.3392547422028178,0.2596685082872928,0.2325742989181097
38,10274.25,0.5,0.3489420639653422,0.254696132596685,0.2048086503379069
39,10274.75,0.5,0.3516373044335161,0.25027624309392255,0.18998766561119276
40,10275.25,0.5,0.3518286664263345,0.2444751381215469,0.20175539410078716
41,10275.75,0.5,0.3425200509269066,0.2419889502762431,0.22430738243037707
42,10276.25,0.5,0.3237863545656749,0.2444751381215469,0.2595925938422237
43,10276.75,0.5,0.30320864122328045,0.2477900552486187,0.28071069308795316
44,10277.25,0.5,0.28400441971608703,0.2494475138121547,0.26910913997523256
45,10277.75,0.5,0.2613820961671105,0.2508287292817679,0.24865499568788965
