,TVD,Thickness,Sw_In,por_In,Vsh_In
0,10303.5,0.4472600000008242,0.33796914335694295,0.22375690607734794,0.300110007630768
1,10303.947264999999,0.4472699999987526,0.3045448152070295,0.24419889502762426,0.24005657593914426
2,10304.39453,0.4472600000008242,0.2844439167204226,0.2497237569060773,0.21351689458539153
3,10304.841795,0.4472700000005716,0.28138379361388033,0.2436464088397789,0.23489029444103784
4,10305.289550000001,0.4482399999997142,0.27392429880210045,0.23508287292817667,0.26377390661847866
5,10305.737305,0.4472700000005716,0.27158494822554236,0.22872928176795562,0.278879705672914
6,10306.184570000001,0.44725999999900523,0.2813296523133737,0.2265193370165744,0.28662217078873375
7,10306.632324999999,0.4482499999994616,0.2885849273845249,0.2279005524861878,0.2939586059197037
8,10307.08008,0.4472600000008242,0.27679589478717115,0.23618784530386744,0.27863388266133526
9,10307.527345,0.4472700000005716,0.25909916160808527,0.2486187845303867,0.2550652754524835
10,10307.9751,0.4482399999997142,0.2574971263650747,0.2519337016574585,0.24053354315676798
11,10308.422849999999,0.44725999999900523,0.27128279166448466,0.2444751381215469,0.22346394826802457
12,10308.870115,0.4472700000005716,0.28489777496086566,0.23535911602209947,0.1996316446157036
13,10309.317869999999,0.4482399999997142,0.2995439149605771,0.2226519337016575,0.1737428233550489
14,10309.765625,0.4472700000005716,0.3030281737577659,0.21491712707182323,0.1644782735994726
15,10310.213380000001,0.4482399999997142,0.2883027193660416,0.21740331491712706,0.16450597936815925
16,10310.661135,0.4472700000005716,0.28838409954595956,0.21160220994475137,0.16439122772039444
17,10311.10889,0.4482399999997142,0.29247068264440756,0.20662983425414366,0.15810767928741315
18,10311.556639999999,0.44725999999900523,0.286252882453924,0.2121546961325967,0.1459814734275958
19,10312.004395,0.44825000000128057,0.28668505108887243,0.217403314917127,0.13462701552495449
20,10312.452150000001,0.44725999999900523,0.2863704645693186,0.22513812154696117,0.12344309410449839
21,10312.8999,0.4482399999997142,0.2840983470750045,0.23729281767955787,0.126052956686413
22,10313.347655,0.4472700000005716,0.2849214701360894,0.2469613259668507,0.13753425766261515
23,10313.795409999999,0.4482399999997142,0.2838220728258668,0.2511049723756905,0.14654517454707883
24,10314.243165,0.4472700000005716,0.28442705649823097,0.2499999999999999,0.15875407217443083
25,10314.690920000001,0.4482399999997142,0.2795046037755498,0.25055248618784515,0.1712511845912337
26,10315.13867,0.4472600000008242,0.2686602626840495,0.25414364640883963,0.18190642129856233
27,10315.586425000001,0.4482499999994616,0.2647565790869051,0.2516574585635358,0.19526034115991872
28,10316.034670000001,0.4482399999997142,0.2631429694308036,0.24419889502762426,0.2104918997686111
29,10316.48242,0.4472600000008242,0.26519971623213123,0.22983425414364636,0.20986837815050036
30,10316.930175000001,0.4482499999994616,0.2699335864311313,0.2149171270718231,0.1935069426686717
31,10317.378420000001,0.4482399999997142,0.2573540512895497,0.22320441988950274,0.17447880261308468
32,10317.82617,0.4472600000008242,0.2459821984697718,0.23895027624309384,0.1671022612911417
33,10318.273925000001,0.4482499999994616,0.2463158767985369,0.2455801104972375,0.17345687634001702
34,10318.722170000001,0.4482399999997142,0.23845737106992748,0.25303867403314917,0.18045515295402922
35,10319.16992,0.4472600000008242,0.23258388914737813,0.2558011049723756,0.18658154126213772
36,10319.617675000001,0.4482499999994616,0.23269202591061205,0.2560773480662982,0.18331566118666665
37,10320.065920000001,0.4482399999997142,0.23492566538744192,0.25745856353591146,0.1710327923364634
