,TVD,Thickness,Sw_In,por_In,Vsh_In
0,10271.76611,0.47168000000056054,0.41617975468521046,0.25524861878453037,0.21607756451215918
1,10272.23779,0.47168000000056054,0.35286269372340573,0.26546961325966845,0.19820362076732548
2,10272.70947,0.47167999999874155,0.33344049961394784,0.2624309392265193,0.1938423471495058
3,10273.18115,0.47168000000056054,0.33263444654572605,0.253867403314917,0.23080998278184206
4,10273.652829999999,0.47168000000056054,0.332792512207099,0.2488950276243093,0.2580792908126163
5,10274.124510000001,0.47168000000056054,0.3279709916951258,0.24917127071823195,0.23898559892511373
6,10274.595700000002,0.47069999999985157,0.316550813406528,0.2552486187845302,0.23366552548980385
7,10275.06689,0.47167999999874155,0.3056574821562833,0.2604972375690606,0.24306088977574442
8,10275.53857,0.47168000000056054,0.2997495301455273,0.26132596685082865,0.22111165518028003
9,10276.01025,0.47168000000056054,0.2961864997661797,0.261878453038674,0.20262616787905022
10,10276.481445000001,0.47070999999959895,0.2957013376765817,0.26160220994475136,0.2187815075147942
11,10276.95264,0.47168000000056054,0.29883604628769933,0.260220994475138,0.23726699481602403
12,10277.42432,0.47167999999874155,0.2987721600985531,0.26132596685082865,0.2580792908126163
13,10277.896,0.47168000000056054,0.2949297666101984,0.262707182320442,0.24588349819071478
14,10278.36719,0.47069999999985157,0.2903726197900254,0.26325966850828725,0.20891586255837852
15,10278.838380000001,0.47168000000056054,0.2883641815966177,0.2604972375690606,0.1730944330950026
16,10279.309570000001,0.47069999999985157,0.2818442999934648,0.26160220994475125,0.14069908669581163
17,10279.780760000001,0.47168000000056054,0.26904460650502815,0.27044198895027616,0.1290516543511238
18,10280.25244,0.47167999999874155,0.26575043906583684,0.2729281767955801,0.1290516543511238
19,10280.72363,0.47069999999985157,0.26994316508627036,0.2679558011049724,0.1290516543511238
20,10281.19482,0.47168000000056054,0.26806826331572964,0.26712707182320444,0.12159470505122322
21,10281.666014999999,0.47070999999959895,0.25576006157177983,0.2759668508287293,0.10693207704604457
22,10282.13721,0.47168000000056054,0.24649092556681368,0.28232044198895034,0.09734418558597832
23,10282.608400000001,0.47069999999985157,0.24699510374507844,0.2814917127071823,0.09037231634603546
24,10283.079590000001,0.47168000000056054,0.25123228023397576,0.27900552486187835,0.08578265986088078
25,10283.550780000001,0.47069999999985157,0.25336912845328236,0.2779005524861878,0.09275452910082364
26,10284.021485000001,0.47070999999959895,0.25106422789311683,0.2792817679558012,0.11438902634594517
27,10284.49268,0.47168000000056054,0.2481752807944818,0.2792817679558012,0.14312714838676738
28,10284.96387,0.47069999999985157,0.24288600585576164,0.2812154696132596,0.1843063155155028
29,10285.43506,0.47167999999874155,0.2403995332578242,0.28149171270718226,0.21140998860859464
30,10285.907224999999,0.47265000000152213,0.24522933774073447,0.275414364640884,0.21140998860859464
31,10286.38037,0.4736400000001595,0.24793596419888103,0.2732044198895027,0.21744438405461408
32,10286.853515,0.47264999999970314,0.25202381026653176,0.2718232044198895,0.22653450706990336
