,DEPTH,TVD,Rt,density_porosity,GR,Sw,Vshale
79,11373.000363935891,10295.88867,12.58459,0.2171270718232043,63.827,0.30017945598842644,0.1532052599182157
80,11373.500363951893,10296.34277,13.41349,0.2171270718232043,64.48100000000001,0.2907566167749394,0.16012386860568867
81,11374.000363967893,10296.7959,13.98469,0.2265193370165744,67.501,0.2729497956368505,0.19337946989256247
82,11374.500363983892,10297.25,14.9174,0.23701657458563524,70.34,0.2525743199267543,0.2266968340852989
83,11375.000363999892,10297.70313,14.97446,0.23867403314917124,73.50399999999998,0.25034200156060515,0.2663332683094519
84,11375.50036401589,10298.15723,14.63266,0.2320441988950276,74.325,0.260484640927876,0.2770714800773094
85,11376.000364031892,10298.61035,13.994879999999998,0.2276243093922652,74.1,0.2715258904326213,0.2741095192197375
86,11376.500364047894,10299.06348,13.14404,0.22375690607734794,74.031,0.2850188561551109,0.2732040833059527
98,11382.50036423989,10304.50684,14.53111,0.2375690607734805,76.874,0.2553143360093636,0.3116587249687307
99,11383.000364255891,10304.96094,14.01611,0.23867403314917124,77.2,0.2587590551442568,0.31622203579700336
102,11384.500364303889,10306.32129,14.52226,0.22375690607734794,76.055,0.2711570652791676,0.3003361189663307
103,11385.000364319887,10306.77539,14.58065,0.22375690607734794,75.214,0.2706135797686309,0.2889172512037184
104,11385.500364335889,10307.22852,14.9786,0.22375690607734794,75.903,0.26699456279011874,0.2982568192369807
105,11386.000364351887,10307.68262,14.33831,0.2276243093922652,76.283,0.26825439939340145,0.30346797889944604
106,11386.500364367888,10308.13672,14.33782,0.2342541436464088,74.982,0.26066674782454563,0.2858037823579036
107,11387.000364383892,10308.58984,13.55135,0.23646408839779,73.582,0.26561830558164673,0.2673452449519733
108,11387.500364399888,10309.04395,12.55507,0.2375690607734805,73.696,0.2746724031801105,0.2688273776922438
109,11388.000364415888,10309.49707,11.77197,0.2298342541436464,75.601,0.29320754936932153,0.2941459089258268
110,11388.500364431888,10309.95117,10.65371,0.2359116022099448,77.008,0.3002719342940031,0.31353052818915234
126,11396.500364687883,10317.21094,10.99559,0.2298342541436464,74.77199999999998,0.3033824488994855,0.2829990633192074
132,11399.500364783884,10319.93359,10.23443,0.24088397790055244,72.869,0.30003694365882266,0.2581582749700637
133,11400.000364799882,10320.38672,10.78491,0.2475138121546961,72.72800000000002,0.2844505484352863,0.2563582997093388
134,11400.500364815884,10320.84082,10.74693,0.2475138121546961,75.828,0.2849527338844617,0.2972333775406237
135,11401.000364831885,10321.29395,10.5826,0.23867403314917124,77.178,0.2977920605037191,0.3159130637359489
158,11412.500365199878,10331.7168,12.80524,0.22375690607734794,73.563,0.28876474368763505,0.2670985797206819
159,11413.00036521588,10332.16992,16.52909,0.2298342541436464,71.675,0.24744304378318485,0.2430889688024825
160,11413.500365231876,10332.62207,21.29743,0.23867403314917124,71.058,0.20991607894663744,0.2354538353911699
161,11414.000365247875,10333.0752,24.42449,0.2502762430939225,70.689,0.1869313308839876,0.2309363007673145
162,11414.500365263877,10333.52734,24.14507,0.2585635359116022,67.623,0.1819838986036677,0.19476933013258102
163,11415.000365279875,10333.98047,23.73486,0.2524861878453038,68.184,0.18796782441430812,0.20120806756463705
164,11415.500365295877,10334.43262,24.51899,0.2403314917127072,68.553,0.1942909209533166,0.2054861840538209
165,11416.000365311875,10334.88477,26.91131,0.2342541436464088,69.915,0.19026538137570773,0.22157740310307053
166,11416.500365327876,10335.33789,29.86027,0.2342541436464088,70.156,0.18062602737518668,0.2244746147021217
167,11417.000365343876,10335.79004,33.22614,0.2419889502762429,70.148,0.16575971686512395,0.2243781979490997
168,11417.500365359876,10336.24219,36.20763,0.2430939226519337,68.946,0.15806667807582975,0.21008044694449915
169,11418.000365375876,10336.69434,39.05607,0.2430939226519337,67.684,0.15219350025405734,0.19546564370677255
170,11418.500365391876,10337.14648,44.33961,0.2430939226519337,66.477,0.14283822382820247,0.18185792832943726
171,11419.000365407876,10337.59863,51.36127000000001,0.2497237569060773,66.207,0.12919233281222026,0.17886250684377442
172,11419.500365423877,10338.05078,54.86331,0.2541436464088397,66.266,0.12282710548716845,0.17951556161017826
173,11420.000365439875,10338.50293,54.77738000000001,0.26132596685082865,67.36,0.11954496336915675,0.1917777410078912
174,11420.500365455877,10338.95508,53.28984000000001,0.2624309392265194,67.658,0.12069165268098038,0.1951687414079337
175,11421.000365471875,10339.40723,51.92942,0.2541436464088397,69.054,0.1262491562755063,0.2113498826662332
176,11421.500365487876,10339.85938,50.62052,0.2541436464088397,69.283,0.12787095812816007,0.21405143598870788
177,11422.000365503874,10340.31152,47.96112,0.2475138121546961,69.919,0.1348870882782746,0.22162536583892395
178,11422.500365519873,10340.7627,45.94516,0.2475138121546961,70.70100000000002,0.13781457621117973,0.23108264312469165
179,11423.000365535874,10341.21484,42.19274,0.2320441988950276,69.925,0.15339983658801104,0.2216973177627445
180,11423.500365551876,10341.66699,39.58229,0.23867403314917124,69.437,0.15397806125157268,0.2158757786985096
181,11424.000365567874,10342.11914,38.18134000000001,0.2430939226519337,69.373,0.15392699551221187,0.21511686858369367
182,11424.500365583874,10342.57031,38.99131,0.2480662983425413,67.452,0.14926665404963413,0.19282228402008555
183,11425.000365599873,10343.02246,40.46186,0.2541436464088397,67.473,0.1430251127698598,0.19306100529480175
184,11425.500365615871,10343.47363,42.18534,0.2430939226519337,69.878,0.14643995903795426,0.221133945445794
185,11426.000365631873,10343.92578,43.09339,0.2453038674033149,69.10300000000001,0.1435835715949452,0.2119268139025404
186,11426.500365647871,10344.37695,41.81634,0.2497237569060773,67.539,0.14317975275523884,0.19381198200462213
187,11427.000365663873,10344.8291,38.947,0.2497237569060773,67.057,0.1483602689604437,0.18835229355982325
188,11427.500365679873,10345.28027,35.28623,0.24088397790055244,66.475,0.16158607524437055,0.18183567532785275
189,11428.000365695872,10345.73145,34.74685,0.2342541436464088,67.55,0.16744395590490338,0.19393724957311906
190,11428.500365711872,10346.18359,32.16533,0.2276243093922652,67.55199999999999,0.17910257520526604,0.19396002871300103
191,11429.00036572787,10346.63477,29.83152,0.22375690607734794,65.236,0.1891909411431721,0.16823422878603492
192,11429.500365743872,10347.08594,29.43699,0.2320441988950276,62.477,0.18365259171837006,0.13923105327963814
193,11430.000365759874,10347.53711,30.71716,0.2320441988950276,60.672,0.1797849078163152,0.12117635592179105
194,11430.500365775872,10347.98828,33.42062,0.2320441988950276,60.035,0.1723600099453425,0.1149719387763294
195,11431.000365791873,10348.43945,36.19459000000001,0.2342541436464088,59.997,0.1640610039231259,0.11460452497202718
196,11431.500365807871,10348.89063,39.74636,0.2342541436464088,58.855,0.15655917156438828,0.10370320418962424
197,11432.000365823873,10349.3418,42.42827,0.2171270718232043,57.735,0.16348309076059356,0.09327154926521143
198,11432.500365839873,10349.79297,46.41899,0.2298342541436464,57.55,0.1476562648163677,0.09157277197763758
199,11433.000365855869,10350.24414,51.82535,0.2342541436464088,57.55,0.1371058777960179,0.09157277197763758
200,11433.50036587187,10350.69531,57.12035,0.2342541436464088,58.144,0.1305965684386988,0.0970515600845957
201,11434.00036588787,10351.14648,58.28779,0.2342541436464088,58.315,0.12928210086511935,0.0986419457764684
202,11434.50036590387,10351.59766,52.21244,0.24088397790055244,59.502,0.13283715578158334,0.10984610011646767
203,11435.00036591987,10352.04785,46.69969,0.23867403314917124,59.785,0.14175954363799068,0.11256030314260544
204,11435.50036593587,10352.49902,46.13881,0.2342541436464088,60.361,0.14530949750008365,0.11813646407222472
205,11436.00036595187,10352.9502,51.44634,0.2342541436464088,61.14100000000001,0.13760998695945062,0.1257996711180028
206,11436.500365967871,10353.40039,58.71246,0.23867403314917124,61.869,0.12642826166328933,0.13307018206243965
207,11437.00036598387,10353.85156,64.28057,0.23867403314917124,63.578,0.120828517144741,0.15059685640831547
208,11437.500365999873,10354.30176,65.03631,0.23867403314917124,65.902,0.1201244352835374,0.17549986978751933
209,11438.000366015869,10354.75293,62.46119,0.23867403314917124,68.249,0.1225756424652464,0.20195917746418304
210,11438.500366031867,10355.20313,57.61841,0.23867403314917124,68.72399999999999,0.12762291807446205,0.2074803918847114
211,11439.000366047869,10355.6543,53.91726,0.2475138121546961,69.132,0.12721875207920244,0.2122685525875726
212,11439.500366063867,10356.10449,53.3342,0.2519337016574585,69.358,0.12566817751521173,0.2149391517010588
213,11440.000366079868,10356.55566,53.69696,0.2430939226519337,69.347,0.12979726038810693,0.214808862811372
214,11440.50036609587,10357.00586,52.7006,0.2453038674033149,69.721,0.1298381450056468,0.2192562094116642
215,11441.000366111868,10357.45605,50.7278,0.2519337016574585,71.09,0.12885616311974935,0.2358473100805729
216,11441.500366127868,10357.90625,49.44923,0.2453038674033149,71.848,0.13403873339142705,0.2452482223180929
217,11442.000366143868,10358.35645,49.48035,0.2342541436464088,71.098,0.14031716903303293,0.23594572152702936
218,11442.500366159868,10358.80762,52.2533,0.2397790055248617,69.097,0.1333971223464828,0.21185613624003435
219,11443.00036617587,10359.25781,55.15942,0.24088397790055244,66.543,0.12923993095988218,0.1825928203956039
220,11443.500366191867,10359.70801,59.03361999999999,0.2497237569060773,65.497,0.12050495630092735,0.17106904734362788
221,11444.000366207869,10360.1582,61.22596,0.2497237569060773,65.438,0.11832780696136193,0.17042681861830494
222,11444.500366223867,10360.6084,61.88015,0.2375690607734805,64.911,0.12372256569826387,0.16472669127306316
223,11445.000366239869,10361.05762,60.21814000000001,0.2342541436464088,64.65100000000001,0.1271930925984681,0.1619384484711885
224,11445.500366255868,10361.50781,54.14278,0.2430939226519337,64.694,0.1292617704536777,0.16239849400847042
225,11446.000366271863,10361.95801,47.03394,0.2453038674033149,63.94300000000001,0.13743723254395335,0.1544252489484292
226,11446.500366287866,10362.4082,40.62165,0.2425414364640885,62.26600000000001,0.1495718109303765,0.13708375587148386
227,11447.000366303868,10362.8584,35.87058,0.24088397790055244,63.558,0.1602645112142432,0.1503879580017242
228,11447.500366319866,10363.30762,31.58478,0.2464088397790053,66.093,0.16696262543657892,0.1776030424141491
229,11448.00036633587,10363.75781,28.14946,0.2497237569060773,67.079,0.1745097045472653,0.18860024701592315
230,11448.500366351866,10364.20801,26.04176,0.2430939226519337,67.568,0.18638253294852866,0.19414229748882067
231,11449.000366367864,10364.65723,24.28469,0.24088397790055244,66.764,0.19477816983756185,0.1850612856229141
232,11449.500366383865,10365.10742,23.53307,0.23646408839779,65.683,0.2015626176220424,0.17309910048897845
233,11450.000366399863,10365.55664,24.00695,0.24088397790055244,65.529,0.19590163869600172,0.1714177194640258
234,11450.500366415865,10366.00684,23.81722,0.2475138121546961,66.28,0.19141215111582213,0.17967064674932362
235,11451.000366431863,10366.45605,22.37818,0.2519337016574585,67.329,0.1940062977389269,0.191426245702386
236,11451.500366447865,10366.90625,20.7766,0.2475138121546961,67.749,0.20494050345824905,0.1962086340168952
237,11452.000366463864,10367.35547,20.20906,0.2497237569060773,67.847,0.20595937279986304,0.19733082126592813
238,11452.500366479864,10367.80469,22.16863,0.2453038674033149,67.525,0.20018920481495908,0.19365259386910091
239,11453.000366495864,10368.25391,25.76021,0.2475138121546961,66.778,0.18405191416269492,0.1852180587563919
240,11453.500366511862,10368.7041,29.64413,0.2519337016574585,67.008,0.16856168145670514,0.1878004595817024
241,11454.000366527864,10369.15332,32.72383,0.2602209944751381,66.492,0.15532454176134908,0.1820248566829804
242,11454.500366543865,10369.60254,34.21008,0.2541436464088397,66.791,0.15554575938174656,0.18536367653589425
243,11455.000366559863,10370.05176,37.07088,0.2585635359116022,67.755,0.1468692074249789,0.19627727067846526
244,11455.50036657586,10370.50098,42.45803,0.2624309392265194,69.10300000000001,0.13521333437459884,0.2119268139025404
245,11456.000366591861,10370.9502,49.25727,0.2602209944751381,70.221,0.12660095329033916,0.2252586226974428
246,11456.50036660786,10371.39941,55.49528000000001,0.2624309392265194,69.50399999999999,0.11826913459357635,0.21667139475162972
247,11457.000366623859,10371.84863,58.10752,0.2585635359116022,68.036,0.11730891792852165,0.19950180224263708
248,11457.50036663986,10372.29785,56.69026,0.2497237569060773,66.815,0.12297034539290208,0.18563261749517146
249,11458.000366655859,10372.74609,52.89643,0.2519337016574585,67.79,0.12618711994105272,0.19667782967420114
250,11458.50036667186,10373.19531,49.10554000000001,0.2541436464088397,66.979,0.12982848068040856,0.1874741407359531
251,11459.000366687858,10373.64453,46.42936,0.2497237569060773,64.67399999999999,0.13588085429504645,0.16218446584862128
252,11459.50036670386,10374.09375,44.60169000000001,0.2453038674033149,62.938,0.1411349015167176,0.1439569494131591
253,11460.000366719858,10374.54199,46.97427,0.2519337016574585,61.13399999999999,0.13390543034372213,0.12573031933759996
254,11460.50036673586,10374.99121,54.44616,0.2519337016574585,58.474,0.12437829005767205,0.1001260388933709
255,11461.00036675186,10375.44043,63.80512,0.25635359116022105,55.951,0.11291387363937275,0.07717107490747548
256,11461.50036676786,10375.88867,69.35181,0.25524861878453026,55.668,0.1087732679307334,0.0746739124737415
257,11462.00036678386,10376.33789,65.99597,0.25635359116022105,56.729,0.11102387042894274,0.08411576263092604
258,11462.500366799859,10376.78613,60.99931,0.2519337016574585,58.717,0.11750754370581395,0.10240411465900012
259,11463.000366815859,10377.23438,58.51721,0.2519337016574585,60.416,0.11997379693800805,0.11867257076153187
