,DEPTH,Rt,GR,TVD,density_porosity,Sw,Vshale
335,10767.500344559843,9.592,65.015,10276.18652,0.25911602209944745,0.2881148374476334,0.27992833662725913
336,10768.000344575843,9.646,67.579,10276.63965,0.2508287292817678,0.296799777087958,0.3171055860647869
338,10769.000344607844,9.223,67.09100000000001,10277.5459,0.2668508287292818,0.285305285262127,0.3098592109682333
339,10769.500344623844,8.917,63.184,10278.0,0.2751381215469612,0.2814195900122189,0.2546939210359033
340,10770.000344639844,8.622,64.893,10278.45313,0.27458563535911595,0.2867692985911029,0.2782136042391297
341,10770.500344655844,8.337,65.137,10278.90625,0.27348066298342544,0.2928080095763209,0.2816479033484953
361,10780.50034497584,5.061,67.457,10287.96582,0.2585635359116022,0.39749258390306463,0.31528633478503715
362,10781.00034499184,4.921,66.725,10288.41797,0.2685082872928176,0.3881772690434877,0.3044777314977219
441,10820.500346255823,5.836,65.137,10324.14844,0.2337016574585636,0.4095387902654159,0.2816479033484953
442,10821.000346271823,5.803,67.09100000000001,10324.60059,0.2414364640883977,0.3975441159294539,0.3098592109682333
531,10865.500347695808,8.217,66.60300000000001,10364.74805,0.27127071823204424,0.2973410813240944,0.3026939817513795
532,10866.000347711808,8.594,66.969,10365.19922,0.27624309392265195,0.2855126618950498,0.30806033190818266
533,10866.500347727808,8.498,65.626,10365.64941,0.2640883977900551,0.3003355848892157,0.2885890614013619
534,10867.00034774381,8.451,64.771,10366.10059,0.2602209944751381,0.30564556194348336,0.2765036925930224
535,10867.500347759807,8.31,65.50399999999999,10366.55078,0.27348066298342544,0.2932833047013431,0.2868499805375458
536,10868.000347775807,8.217,67.09100000000001,10367.00098,0.27292817679557996,0.2955353662553248,0.3098592109682333
537,10868.500347791807,7.945,67.457,10367.45215,0.2640883977900551,0.3106119819074914,0.31528633478503715
538,10869.000347807807,7.682,66.847,10367.90234,0.2480662983425413,0.336286597923764,0.3062665101573296
539,10869.500347823809,7.142,65.50399999999999,10368.35254,0.2397790055248617,0.3608223241916788,0.2868499805375458
540,10870.000347839808,6.456,63.184,10368.80371,0.2320441988950276,0.39215883237094096,0.2546939210359033
856,11028.000352895748,6.752000000000002,40.962,10510.70898,0.254696132596685,0.3493621968823452,0.02012272506465387
857,11028.500352911748,7.512,40.595,10511.15625,0.26740331491712704,0.3154785970341959,0.017170037216889224
858,11029.00035292775,8.08,39.618,10511.60352,0.2646408839779006,0.3073631923831452,0.009430425549805162
859,11029.500352943747,8.31,39.252,10512.05176,0.2657458563535911,0.3018196171042929,0.006575675886986208
860,11030.000352959749,8.357000000000001,40.962,10512.49902,0.254696132596685,0.3140269532499629,0.02012272506465387
861,11030.500352975747,8.357000000000001,41.206,10512.94629,0.23867403314917124,0.3351074663153538,0.02209970511652638
862,11031.000352991749,8.217,43.159,10513.39453,0.2441988950276241,0.3303042328735983,0.038331256159789065
863,11031.500353007748,8.404,43.77,10513.8418,0.2524861878453038,0.31588851058246625,0.04356140443087842
864,11032.000353023745,8.546,42.67100000000001,10514.28906,0.25911602209944745,0.3052381165613694,0.034206633378907336
865,11032.500353039746,8.594,42.06,10514.73633,0.2618784530386739,0.3011736939821202,0.02910745912992939
866,11033.000353055748,8.691,40.473,10515.18457,0.2602209944751381,0.3013958513087465,0.016194014836463686
867,11033.500353071746,8.691,40.717,10515.63184,0.26298342541436465,0.29822992850088154,0.01814881129042976
868,11034.000353087746,8.642999999999999,42.305,10516.0791,0.2707182320441988,0.2905124276595709,0.03114350560492905
869,11034.500353103746,8.546,40.595,10516.52637,0.2668508287292818,0.2963906349219093,0.017170037216889224
870,11035.000353119744,8.451,39.985,10516.97461,0.2685082872928176,0.29621205694522784,0.012317287851393629
871,11035.500353135745,8.404,40.839,10517.42188,0.2701657458563535,0.29521686980815354,0.01913034481491464
872,11036.000353151743,8.171,40.229,10517.86914,0.27348066298342544,0.2957673620631773,0.014250194232629874
873,11036.500353167745,8.126,38.397,10518.31641,0.2668508287292818,0.3039537545583466,0.0
874,11037.000353183745,8.08,40.351,10518.76367,0.2657458563535911,0.3060851749511988,0.015220736413134027
875,11037.500353199744,8.08,41.816,10519.21094,0.27292817679557996,0.29803030192616736,0.027091131729304246
876,11038.000353215744,8.08,40.839,10519.65918,0.2668508287292818,0.3048177415145477,0.01913034481491464
877,11038.500353231742,8.08,42.183,10520.10645,0.2580110497237569,0.31526117591333314,0.030128198676827037
878,11039.000353247744,8.035,43.526,10520.55371,0.2602209944751381,0.3134578889384074,0.0414639205819076
879,11039.500353263746,7.945,43.037,10521.00098,0.2662983425414363,0.3080342891115786,0.03729574182708872
880,11040.000353279744,7.857,46.09,10521.44824,0.27458563535911595,0.3004057815609078,0.06410593605028428
881,11040.500353295745,7.857,43.892,10521.89551,0.27127071823204424,0.30407672797509394,0.04461458350261925
882,11041.000353311743,7.769,45.113,10522.34277,0.26519337016574585,0.31280180753537845,0.055319962107445685
883,11041.500353327745,7.725,43.648,10522.79102,0.2640883977900551,0.31500388598912954,0.04251118623200793
884,11042.000353343745,7.725,42.915,10523.23828,0.2779005524861879,0.29934762923022623,0.03626313870519468
885,11042.500353359743,7.769,41.694,10523.68555,0.2790055248618784,0.29731656953857755,0.02608721751132253
886,11043.000353375744,7.813,41.084,10524.13281,0.2696132596685083,0.30680633157448417,0.021109823630526256
887,11043.500353391742,7.813,39.13,10524.58008,0.2696132596685083,0.30680633157448417,0.0056294381442189255
888,11044.000353407742,7.725,39.008,10525.02734,0.2718232044198895,0.3060403607780566,0.004685860623000622
889,11044.500353423742,7.5539999999999985,40.107,10525.47461,0.25966850828729265,0.3239714233148834,0.013282380602368412
890,11045.000353439742,7.345,40.351,10525.92188,0.253038674033149,0.3371566065185156,0.015220736413134027
891,11045.500353455742,7.142,43.404,10526.36914,0.253038674033149,0.34191460414670005,0.040419599179879286
892,11046.000353471743,6.867000000000001,46.09,10526.81641,0.2392265193370165,0.3688260878439108,0.06410593605028428
895,11047.500353519741,6.138,49.142,10528.1582,0.2287292817679556,0.4080179494482764,0.09286334134222426
896,11048.00035353574,6.104,49.997,10528.60547,0.2342541436464088,0.3995028970554504,0.10128943915178333
897,11048.50035355174,6.104,53.172,10529.05273,0.23646408839779,0.3957692251203527,0.13407544238932426
898,11049.000353567742,6.07,53.416,10529.5,0.2298342541436464,0.4083244407462773,0.13669586039274909
